Date,S&P Comp P,Earnings E,CPI
1871-01-01,4.44,0.4,12.46406116
1871-02-01,4.5,0.4,12.84464132
1871-03-01,4.61,0.4,13.0349719
1871-04-01,4.74,0.4,12.55922645
1871-05-01,4.86,0.4,12.27381157
1871-06-01,4.82,0.4,12.08348099
1871-07-01,4.73,0.4,12.08348099
1871-08-01,4.79,0.4,11.8932314
1871-09-01,4.84,0.4,12.17864628
1871-10-01,4.59,0.4,12.36889587
1871-11-01,4.64,0.4,12.36889587
1871-12-01,4.74,0.4,12.65439174
1872-01-01,4.86,0.4025,12.65439174
1872-02-01,4.88,0.405,12.65439174
1872-03-01,5.04,0.4075,12.84464132
1872-04-01,5.18,0.41,13.13013719
1872-05-01,5.18,0.4125,13.13013719
1872-06-01,5.13,0.415,13.0349719
1872-07-01,5.1,0.4175,12.84464132
1872-08-01,5.04,0.42,12.93980661
1872-09-01,4.95,0.4225,13.0349719
1872-10-01,4.97,0.425,12.74947603
1872-11-01,4.95,0.4275,13.13013719
1872-12-01,5.07,0.43,12.93980661
1873-01-01,5.11,0.4325,12.93980661
1873-02-01,5.15,0.435,13.22522149
1873-03-01,5.11,0.4375,13.22522149
1873-04-01,5.04,0.44,13.22522149
1873-05-01,5.05,0.4425,12.93980661
1873-06-01,4.98,0.445,12.55922645
1873-07-01,4.97,0.4475,12.55922645
1873-08-01,4.97,0.45,12.55922645
1873-09-01,4.59,0.4525,12.55922645
1873-10-01,4.19,0.455,12.27381157
1873-11-01,4.04,0.4575,11.8932314
1873-12-01,4.42,0.46,12.17864628
1874-01-01,4.66,0.46,12.36889587
1874-02-01,4.8,0.46,12.36889587
1874-03-01,4.73,0.46,12.36889587
1874-04-01,4.6,0.46,12.17864628
1874-05-01,4.48,0.46,12.08348099
1874-06-01,4.46,0.46,11.79806612
1874-07-01,4.46,0.46,11.8932314
1874-08-01,4.47,0.46,11.79806612
1874-09-01,4.54,0.46,11.79806612
1874-10-01,4.53,0.46,11.60773554
1874-11-01,4.57,0.46,11.51265124
1874-12-01,4.54,0.46,11.51265124
1875-01-01,4.54,0.4517,11.51265124
1875-02-01,4.53,0.4433,11.51265124
1875-03-01,4.59,0.435,11.51265124
1875-04-01,4.65,0.4267,11.60773554
1875-05-01,4.47,0.4183,11.32232066
1875-06-01,4.38,0.41,11.13207107
1875-07-01,4.39,0.4017,11.13207107
1875-08-01,4.41,0.3933,11.22715537
1875-09-01,4.37,0.385,11.13207107
1875-10-01,4.3,0.3767,11.13207107
1875-11-01,4.37,0.3683,11.03690579
1875-12-01,4.37,0.36,10.9417405
1876-01-01,4.46,0.3533,10.84657521
1876-02-01,4.52,0.3467,10.84657521
1876-03-01,4.51,0.34,10.84657521
1876-04-01,4.34,0.3333,10.75149091
1876-05-01,4.18,0.3267,10.37091074
1876-06-01,4.15,0.32,10.08541488
1876-07-01,4.1,0.3133,10.08541488
1876-08-01,3.93,0.3067,10.18058017
1876-09-01,3.69,0.3,10.27574545
1876-10-01,3.67,0.2933,10.46599504
1876-11-01,3.6,0.2867,10.56116033
1876-12-01,3.58,0.28,10.75149091
1877-01-01,3.55,0.2817,10.9417405
1877-02-01,3.34,0.2833,10.65632562
1877-03-01,3.17,0.285,10.18058017
1877-04-01,2.94,0.2867,10.46599504
1877-05-01,2.94,0.2883,10.65632562
1877-06-01,2.73,0.29,10.08541488
1877-07-01,2.85,0.2917,10.18058017
1877-08-01,3.05,0.2933,9.8
1877-09-01,3.24,0.295,9.704834711
1877-10-01,3.31,0.2967,9.704834711
1877-11-01,3.26,0.2983,9.514585124
1877-12-01,3.25,0.3,9.514585124
1878-01-01,3.25,0.3008,9.229089256
1878-02-01,3.18,0.3017,9.134004959
1878-03-01,3.24,0.3025,8.94367438
1878-04-01,3.33,0.3033,8.848509091
1878-05-01,3.34,0.3042,8.563094215
1878-06-01,3.41,0.305,8.372844628
1878-07-01,3.48,0.3058,8.467928926
1878-08-01,3.45,0.3067,8.563094215
1878-09-01,3.52,0.3075,8.563094215
1878-10-01,3.48,0.3083,8.467928926
1878-11-01,3.47,0.3092,8.372844628
1878-12-01,3.45,0.31,8.18251405
1879-01-01,3.58,0.3158,8.277679339
1879-02-01,3.71,0.3217,8.372844628
1879-03-01,3.65,0.3275,8.277679339
1879-04-01,3.77,0.3333,8.18251405
1879-05-01,3.94,0.3392,8.18251405
1879-06-01,3.96,0.345,8.087381157
1879-07-01,4.04,0.3508,8.18251405
1879-08-01,4.07,0.3567,8.18251405
1879-09-01,4.22,0.3625,8.467928926
1879-10-01,4.68,0.3683,8.94367438
1879-11-01,4.93,0.3742,9.419419835
1879-12-01,4.92,0.38,9.704834711
1880-01-01,5.11,0.3892,9.990330579
1880-02-01,5.2,0.3983,9.990330579
1880-03-01,5.3,0.4075,10.08541488
1880-04-01,5.18,0.4167,9.704834711
1880-05-01,4.77,0.4258,9.419419835
1880-06-01,4.79,0.435,9.229089256
1880-07-01,5.01,0.4442,9.229089256
1880-08-01,5.19,0.4533,9.229089256
1880-09-01,5.18,0.4625,9.324254545
1880-10-01,5.33,0.4717,9.324254545
1880-11-01,5.61,0.4808,9.419419835
1880-12-01,5.84,0.49,9.514585124
1881-01-01,6.19,0.4858,9.419419835
1881-02-01,6.17,0.4817,9.514585124
1881-03-01,6.24,0.4775,9.514585124
1881-04-01,6.22,0.4733,9.609669421
1881-05-01,6.5,0.4692,9.514585124
1881-06-01,6.58,0.465,9.514585124
1881-07-01,6.35,0.4608,9.609669421
1881-08-01,6.2,0.4567,9.8
1881-09-01,6.25,0.4525,10.18058017
1881-10-01,6.15,0.4483,10.27574545
1881-11-01,6.19,0.4442,10.18058017
1881-12-01,6.01,0.44,10.18058017
1882-01-01,5.92,0.4392,10.18058017
1882-02-01,5.79,0.4383,10.27574545
1882-03-01,5.78,0.4375,10.27574545
1882-04-01,5.78,0.4367,10.37091074
1882-05-01,5.71,0.4358,10.46599504
1882-06-01,5.68,0.435,10.56116033
1882-07-01,6,0.4342,10.46599504
1882-08-01,6.18,0.4333,10.56116033
1882-09-01,6.24,0.4325,10.27574545
1882-10-01,6.07,0.4317,10.18058017
1882-11-01,5.81,0.4308,10.08541488
1882-12-01,5.84,0.43,9.990330579
1883-01-01,5.81,0.4275,9.990330579
1883-02-01,5.68,0.425,10.08541488
1883-03-01,5.75,0.4225,9.990330579
1883-04-01,5.87,0.42,9.895165289
1883-05-01,5.77,0.4175,9.8
1883-06-01,5.82,0.415,9.514585124
1883-07-01,5.73,0.4125,9.324254545
1883-08-01,5.47,0.41,9.324254545
1883-09-01,5.53,0.4075,9.229089256
1883-10-01,5.38,0.405,9.229089256
1883-11-01,5.46,0.4025,9.134004959
1883-12-01,5.34,0.4,9.229089256
1884-01-01,5.18,0.3925,9.229089256
1884-02-01,5.32,0.385,9.229089256
1884-03-01,5.3,0.3775,9.229089256
1884-04-01,5.06,0.37,9.038839669
1884-05-01,4.65,0.3625,8.848509091
1884-06-01,4.46,0.355,8.848509091
1884-07-01,4.46,0.3475,8.753424793
1884-08-01,4.74,0.34,8.753424793
1884-09-01,4.59,0.3325,8.658259504
1884-10-01,4.44,0.325,8.563094215
1884-11-01,4.35,0.3175,8.372844628
1884-12-01,4.34,0.31,8.277679339
1885-01-01,4.24,0.3067,8.277679339
1885-02-01,4.37,0.3033,8.372844628
1885-03-01,4.38,0.3,8.18251405
1885-04-01,4.37,0.2967,8.277679339
1885-05-01,4.32,0.2933,8.087381157
1885-06-01,4.3,0.29,7.897091074
1885-07-01,4.46,0.2867,7.992232066
1885-08-01,4.71,0.2833,7.992232066
1885-09-01,4.65,0.28,7.897091074
1885-10-01,4.92,0.2767,7.897091074
1885-11-01,5.24,0.2733,7.992232066
1885-12-01,5.2,0.27,8.18251405
1886-01-01,5.2,0.275,7.992232066
1886-02-01,5.3,0.28,7.992232066
1886-03-01,5.19,0.285,7.897091074
1886-04-01,5.12,0.29,7.801941983
1886-05-01,5.02,0.295,7.611651901
1886-06-01,5.25,0.3,7.51650281
1886-07-01,5.33,0.305,7.611651901
1886-08-01,5.37,0.31,7.706792893
1886-09-01,5.51,0.315,7.706792893
1886-10-01,5.65,0.32,7.706792893
1886-11-01,5.79,0.325,7.706792893
1886-12-01,5.64,0.33,7.801941983
1887-01-01,5.58,0.3325,7.992232066
1887-02-01,5.54,0.335,8.087381157
1887-03-01,5.67,0.3375,8.087381157
1887-04-01,5.8,0.34,8.087381157
1887-05-01,5.9,0.3425,8.087381157
1887-06-01,5.73,0.345,7.992232066
1887-07-01,5.59,0.3475,7.897091074
1887-08-01,5.45,0.35,7.992232066
1887-09-01,5.38,0.3525,7.897091074
1887-10-01,5.2,0.355,7.992232066
1887-11-01,5.3,0.3575,8.087381157
1887-12-01,5.27,0.36,8.277679339
1888-01-01,5.31,0.3517,8.372844628
1888-02-01,5.28,0.3433,8.277679339
1888-03-01,5.08,0.335,8.277679339
1888-04-01,5.1,0.3267,8.18251405
1888-05-01,5.17,0.3183,8.087381157
1888-06-01,5.01,0.31,7.992232066
1888-07-01,5.14,0.3017,8.087381157
1888-08-01,5.25,0.2933,8.087381157
1888-09-01,5.38,0.285,8.087381157
1888-10-01,5.35,0.2767,8.18251405
1888-11-01,5.24,0.2683,8.277679339
1888-12-01,5.14,0.26,8.277679339
1889-01-01,5.24,0.2633,7.992232066
1889-02-01,5.3,0.2667,7.897091074
1889-03-01,5.19,0.27,7.801941983
1889-04-01,5.18,0.2733,7.801941983
1889-05-01,5.32,0.2767,7.611651901
1889-06-01,5.41,0.28,7.611651901
1889-07-01,5.3,0.2833,7.611651901
1889-08-01,5.37,0.2867,7.611651901
1889-09-01,5.5,0.29,7.706792893
1889-10-01,5.4,0.2933,7.706792893
1889-11-01,5.35,0.2967,7.706792893
1889-12-01,5.32,0.3,7.801941983
1890-01-01,5.38,0.2992,7.611651901
1890-02-01,5.32,0.2983,7.611651901
1890-03-01,5.28,0.2975,7.611651901
1890-04-01,5.39,0.2967,7.611651901
1890-05-01,5.62,0.2958,7.706792893
1890-06-01,5.58,0.295,7.706792893
1890-07-01,5.54,0.2942,7.706792893
1890-08-01,5.41,0.2933,7.992232066
1890-09-01,5.32,0.2925,8.087381157
1890-10-01,5.08,0.2917,8.087381157
1890-11-01,4.71,0.2908,7.897091074
1890-12-01,4.6,0.29,7.897091074
1891-01-01,4.84,0.2942,7.801941983
1891-02-01,4.9,0.2983,7.897091074
1891-03-01,4.81,0.3025,7.992232066
1891-04-01,4.97,0.3067,8.087381157
1891-05-01,4.95,0.3108,7.992232066
1891-06-01,4.85,0.315,7.801941983
1891-07-01,4.77,0.3192,7.706792893
1891-08-01,4.93,0.3233,7.706792893
1891-09-01,5.33,0.3275,7.611651901
1891-10-01,5.33,0.3317,7.611651901
1891-11-01,5.25,0.3358,7.51650281
1891-12-01,5.41,0.34,7.51650281
1892-01-01,5.51,0.3425,7.326212727
1892-02-01,5.52,0.345,7.326212727
1892-03-01,5.58,0.3475,7.135922645
1892-04-01,5.57,0.35,7.040773554
1892-05-01,5.57,0.3525,7.040773554
1892-06-01,5.54,0.355,7.040773554
1892-07-01,5.54,0.3575,7.231071736
1892-08-01,5.62,0.36,7.326212727
1892-09-01,5.48,0.3625,7.326212727
1892-10-01,5.59,0.365,7.326212727
1892-11-01,5.57,0.3675,7.51650281
1892-12-01,5.51,0.37,7.611651901
1893-01-01,5.61,0.3608,7.897091074
1893-02-01,5.51,0.3517,7.992232066
1893-03-01,5.31,0.3425,7.801941983
1893-04-01,5.31,0.3333,7.706792893
1893-05-01,4.84,0.3242,7.611651901
1893-06-01,4.61,0.315,7.421361818
1893-07-01,4.18,0.3058,7.231071736
1893-08-01,4.08,0.2967,6.945632562
1893-09-01,4.37,0.2875,7.231071736
1893-10-01,4.5,0.2783,7.326212727
1893-11-01,4.57,0.2692,7.135922645
1893-12-01,4.41,0.26,7.040773554
1894-01-01,4.32,0.2517,6.850483471
1894-02-01,4.38,0.2433,6.755342479
1894-03-01,4.51,0.235,6.565052397
1894-04-01,4.57,0.2267,6.565052397
1894-05-01,4.4,0.2183,6.565052397
1894-06-01,4.34,0.21,6.565052397
1894-07-01,4.25,0.2017,6.565052397
1894-08-01,4.41,0.1933,6.755342479
1894-09-01,4.48,0.185,6.850483471
1894-10-01,4.34,0.1767,6.660193388
1894-11-01,4.34,0.1683,6.660193388
1894-12-01,4.3,0.16,6.565052397
1895-01-01,4.25,0.1675,6.565052397
1895-02-01,4.19,0.175,6.565052397
1895-03-01,4.19,0.1825,6.565052397
1895-04-01,4.37,0.19,6.850483471
1895-05-01,4.61,0.1975,6.945632562
1895-06-01,4.7,0.205,7.040773554
1895-07-01,4.72,0.2125,6.945632562
1895-08-01,4.79,0.22,6.850483471
1895-09-01,4.82,0.2275,6.850483471
1895-10-01,4.75,0.235,6.850483471
1895-11-01,4.59,0.2425,6.850483471
1895-12-01,4.32,0.25,6.755342479
1896-01-01,4.27,0.2467,6.660193388
1896-02-01,4.45,0.2433,6.565052397
1896-03-01,4.38,0.24,6.565052397
1896-04-01,4.42,0.2367,6.469903306
1896-05-01,4.4,0.2333,6.374754215
1896-06-01,4.32,0.23,6.279613223
1896-07-01,4.04,0.2267,6.279613223
1896-08-01,3.81,0.2233,6.279613223
1896-09-01,4.01,0.22,6.279613223
1896-10-01,4.1,0.2167,6.469903306
1896-11-01,4.38,0.2133,6.660193388
1896-12-01,4.22,0.21,6.660193388
1897-01-01,4.22,0.2183,6.469903306
1897-02-01,4.18,0.2267,6.469903306
1897-03-01,4.19,0.235,6.469903306
1897-04-01,4.06,0.2433,6.374754215
1897-05-01,4.08,0.2517,6.279613223
1897-06-01,4.27,0.26,6.279613223
1897-07-01,4.46,0.2683,6.279613223
1897-08-01,4.75,0.2767,6.565052397
1897-09-01,4.98,0.285,6.755342479
1897-10-01,4.82,0.2933,6.660193388
1897-11-01,4.65,0.3017,6.660193388
1897-12-01,4.75,0.31,6.660193388
1898-01-01,4.88,0.3133,6.660193388
1898-02-01,4.87,0.3167,6.755342479
1898-03-01,4.65,0.32,6.755342479
1898-04-01,4.57,0.3233,6.755342479
1898-05-01,4.87,0.3267,7.231071736
1898-06-01,5.06,0.33,6.755342479
1898-07-01,5.08,0.3333,6.660193388
1898-08-01,5.27,0.3367,6.660193388
1898-09-01,5.26,0.34,6.660193388
1898-10-01,5.15,0.3433,6.660193388
1898-11-01,5.32,0.3467,6.660193388
1898-12-01,5.65,0.35,6.755342479
1899-01-01,6.08,0.3608,6.755342479
1899-02-01,6.31,0.3717,6.945632562
1899-03-01,6.4,0.3825,6.945632562
1899-04-01,6.48,0.3933,7.040773554
1899-05-01,6.21,0.4042,7.040773554
1899-06-01,6.07,0.415,7.135922645
1899-07-01,6.28,0.4258,7.231071736
1899-08-01,6.44,0.4367,7.326212727
1899-09-01,6.37,0.4475,7.611651901
1899-10-01,6.34,0.4583,7.706792893
1899-11-01,6.46,0.4692,7.801941983
1899-12-01,6.02,0.48,7.897091074
1900-01-01,6.1,0.48,7.897091074
1900-02-01,6.21,0.48,7.992232066
1900-03-01,6.26,0.48,7.992232066
1900-04-01,6.34,0.48,7.992232066
1900-05-01,6.04,0.48,7.801941983
1900-06-01,5.86,0.48,7.706792893
1900-07-01,5.86,0.48,7.801941983
1900-08-01,5.94,0.48,7.706792893
1900-09-01,5.8,0.48,7.801941983
1900-10-01,6.01,0.48,7.706792893
1900-11-01,6.48,0.48,7.706792893
1900-12-01,6.87,0.48,7.611651901
1901-01-01,7.07,0.4817,7.706792893
1901-02-01,7.25,0.4833,7.611651901
1901-03-01,7.51,0.485,7.611651901
1901-04-01,8.14,0.4867,7.51650281
1901-05-01,7.73,0.4883,7.51650281
1901-06-01,8.5,0.49,7.51650281
1901-07-01,7.93,0.4917,7.611651901
1901-08-01,8.04,0.4933,7.706792893
1901-09-01,8,0.495,7.801941983
1901-10-01,7.91,0.4967,7.801941983
1901-11-01,8.08,0.4983,7.897091074
1901-12-01,7.95,0.5,7.992232066
1902-01-01,8.12,0.5108,7.897091074
1902-02-01,8.19,0.5217,7.897091074
1902-03-01,8.2,0.5325,7.897091074
1902-04-01,8.48,0.5433,7.992232066
1902-05-01,8.46,0.5542,8.087381157
1902-06-01,8.41,0.565,8.18251405
1902-07-01,8.6,0.5758,8.18251405
1902-08-01,8.83,0.5867,8.087381157
1902-09-01,8.85,0.5975,8.18251405
1902-10-01,8.57,0.6083,8.753424793
1902-11-01,8.24,0.6192,8.467928926
1902-12-01,8.05,0.63,8.563094215
1903-01-01,8.46,0.6217,8.658259504
1903-02-01,8.41,0.6133,8.658259504
1903-03-01,8.08,0.605,8.372844628
1903-04-01,7.75,0.5967,8.372844628
1903-05-01,7.6,0.5883,8.18251405
1903-06-01,7.18,0.58,8.18251405
1903-07-01,6.85,0.5717,8.18251405
1903-08-01,6.63,0.5633,8.18251405
1903-09-01,6.47,0.555,8.277679339
1903-10-01,6.26,0.5467,8.18251405
1903-11-01,6.28,0.5383,8.087381157
1903-12-01,6.57,0.53,8.087381157
1904-01-01,6.68,0.5267,8.277679339
1904-02-01,6.5,0.5233,8.467928926
1904-03-01,6.48,0.52,8.372844628
1904-04-01,6.64,0.5167,8.277679339
1904-05-01,6.5,0.5133,8.087381157
1904-06-01,6.51,0.51,8.087381157
1904-07-01,6.78,0.5067,8.087381157
1904-08-01,7.01,0.5033,8.18251405
1904-09-01,7.32,0.5,8.277679339
1904-10-01,7.75,0.4967,8.277679339
1904-11-01,8.17,0.4933,8.467928926
1904-12-01,8.25,0.49,8.467928926
1905-01-01,8.43,0.505,8.467928926
1905-02-01,8.8,0.52,8.467928926
1905-03-01,9.05,0.535,8.372844628
1905-04-01,8.94,0.55,8.372844628
1905-05-01,8.5,0.565,8.277679339
1905-06-01,8.6,0.58,8.277679339
1905-07-01,8.87,0.595,8.277679339
1905-08-01,9.2,0.61,8.372844628
1905-09-01,9.23,0.625,8.277679339
1905-10-01,9.36,0.64,8.277679339
1905-11-01,9.31,0.655,8.372844628
1905-12-01,9.54,0.67,8.467928926
1906-01-01,9.87,0.6775,8.467928926
1906-02-01,9.8,0.685,8.467928926
1906-03-01,9.56,0.6925,8.467928926
1906-04-01,9.43,0.7,8.467928926
1906-05-01,9.18,0.7075,8.563094215
1906-06-01,9.3,0.715,8.563094215
1906-07-01,9.06,0.7225,8.277679339
1906-08-01,9.73,0.73,8.467928926
1906-09-01,10.03,0.7375,8.563094215
1906-10-01,9.73,0.745,8.753424793
1906-11-01,9.93,0.7525,8.848509091
1906-12-01,9.84,0.76,8.94367438
1907-01-01,9.56,0.7517,8.848509091
1907-02-01,9.26,0.7433,9.038839669
1907-03-01,8.35,0.735,8.94367438
1907-04-01,8.39,0.7267,8.94367438
1907-05-01,8.1,0.7183,9.134004959
1907-06-01,7.84,0.71,9.229089256
1907-07-01,8.14,0.7017,9.229089256
1907-08-01,7.53,0.6933,9.229089256
1907-09-01,7.45,0.685,9.229089256
1907-10-01,6.64,0.6767,9.324254545
1907-11-01,6.25,0.6683,8.94367438
1907-12-01,6.57,0.66,8.753424793
1908-01-01,6.85,0.6533,8.658259504
1908-02-01,6.6,0.6467,8.563094215
1908-03-01,6.87,0.64,8.563094215
1908-04-01,7.24,0.6333,8.658259504
1908-05-01,7.63,0.6267,8.658259504
1908-06-01,7.64,0.62,8.658259504
1908-07-01,7.92,0.6133,8.753424793
1908-08-01,8.26,0.6067,8.753424793
1908-09-01,8.17,0.6,8.753424793
1908-10-01,8.27,0.5933,8.848509091
1908-11-01,8.83,0.5867,8.94367438
1908-12-01,9.03,0.58,9.038839669
1909-01-01,9.06,0.595,8.94367438
1909-02-01,8.8,0.61,9.038839669
1909-03-01,8.92,0.625,9.038839669
1909-04-01,9.32,0.64,9.229089256
1909-05-01,9.63,0.655,9.324254545
1909-06-01,9.8,0.67,9.419419835
1909-07-01,9.94,0.685,9.419419835
1909-08-01,10.18,0.7,9.514585124
1909-09-01,10.19,0.715,9.609669421
1909-10-01,10.23,0.73,9.8
1909-11-01,10.18,0.745,9.895165289
1909-12-01,10.3,0.76,9.990330579
1910-01-01,10.08,0.7575,9.895165289
1910-02-01,9.72,0.755,9.895165289
1910-03-01,9.96,0.7525,10.08541488
1910-04-01,9.72,0.75,10.18058017
1910-05-01,9.56,0.7475,9.990330579
1910-06-01,9.1,0.745,9.895165289
1910-07-01,8.64,0.7425,9.895165289
1910-08-01,8.85,0.74,9.8
1910-09-01,8.91,0.7375,9.704834711
1910-10-01,9.32,0.735,9.419419835
1910-11-01,9.31,0.7325,9.229089256
1910-12-01,9.05,0.73,9.229089256
1911-01-01,9.27,0.7183,9.229089256
1911-02-01,9.43,0.7067,8.94367438
1911-03-01,9.32,0.695,9.038839669
1911-04-01,9.28,0.6833,8.753424793
1911-05-01,9.48,0.6717,8.753424793
1911-06-01,9.67,0.66,8.753424793
1911-07-01,9.63,0.6483,8.848509091
1911-08-01,9.17,0.6367,9.134004959
1911-09-01,8.67,0.625,9.229089256
1911-10-01,8.72,0.6133,9.229089256
1911-11-01,9.07,0.6017,9.134004959
1911-12-01,9.11,0.59,9.038839669
1912-01-01,9.12,0.5992,9.134004959
1912-02-01,9.04,0.6083,9.229089256
1912-03-01,9.3,0.6175,9.419419835
1912-04-01,9.59,0.6267,9.704834711
1912-05-01,9.58,0.6358,9.704834711
1912-06-01,9.58,0.645,9.609669421
1912-07-01,9.59,0.6542,9.609669421
1912-08-01,9.81,0.6633,9.704834711
1912-09-01,9.86,0.6725,9.8
1912-10-01,9.84,0.6817,9.8
1912-11-01,9.73,0.6908,9.8
1912-12-01,9.38,0.7,9.704834711
1913-01-01,9.3,0.6942,9.8
1913-02-01,8.97,0.6883,9.8
1913-03-01,8.8,0.6825,9.8
1913-04-01,8.79,0.6767,9.8
1913-05-01,8.55,0.6708,9.7
1913-06-01,8.12,0.665,9.8
1913-07-01,8.23,0.6592,9.9
1913-08-01,8.45,0.6533,9.9
1913-09-01,8.53,0.6475,10
1913-10-01,8.26,0.6417,10
1913-11-01,8.05,0.6358,10.1
1913-12-01,8.04,0.63,10
1914-01-01,8.37,0.6208,10
1914-02-01,8.48,0.6117,9.9
1914-03-01,8.32,0.6025,9.9
1914-04-01,8.12,0.5933,9.8
1914-05-01,8.17,0.5842,9.9
1914-06-01,8.13,0.575,9.9
1914-07-01,7.68,0.5658,10
1914-08-01,7.68,0.5567,10.2
1914-09-01,7.68,0.5475,10.2
1914-10-01,7.68,0.5383,10.1
1914-11-01,7.68,0.5292,10.2
1914-12-01,7.35,0.52,10.1
1915-01-01,7.48,0.55,10.1
1915-02-01,7.38,0.58,10
1915-03-01,7.57,0.61,9.9
1915-04-01,8.14,0.64,10
1915-05-01,7.95,0.67,10.1
1915-06-01,8.04,0.7,10.1
1915-07-01,8.01,0.73,10.1
1915-08-01,8.35,0.76,10.1
1915-09-01,8.66,0.79,10.1
1915-10-01,9.14,0.82,10.2
1915-11-01,9.46,0.85,10.3
1915-12-01,9.48,0.88,10.3
1916-01-01,9.33,0.9342,10.4
1916-02-01,9.2,0.9883,10.4
1916-03-01,9.17,1.042,10.5
1916-04-01,9.07,1.097,10.6
1916-05-01,9.27,1.151,10.7
1916-06-01,9.36,1.205,10.8
1916-07-01,9.23,1.259,10.8
1916-08-01,9.3,1.313,10.9
1916-09-01,9.68,1.368,11.1
1916-10-01,9.98,1.422,11.3
1916-11-01,10.21,1.476,11.5
1916-12-01,9.8,1.53,11.6
1917-01-01,9.57,1.509,11.7
1917-02-01,9.03,1.488,12
1917-03-01,9.31,1.468,12
1917-04-01,9.17,1.447,12.6
1917-05-01,8.86,1.426,12.8
1917-06-01,9.04,1.405,13
1917-07-01,8.79,1.384,12.8
1917-08-01,8.53,1.363,13
1917-09-01,8.12,1.343,13.3
1917-10-01,7.68,1.322,13.5
1917-11-01,7.04,1.301,13.5
1917-12-01,6.8,1.28,13.7
1918-01-01,7.21,1.256,14
1918-02-01,7.43,1.232,14.1
1918-03-01,7.28,1.208,14
1918-04-01,7.21,1.183,14.2
1918-05-01,7.44,1.159,14.5
1918-06-01,7.45,1.135,14.7
1918-07-01,7.51,1.111,15.1
1918-08-01,7.58,1.087,15.4
1918-09-01,7.54,1.063,15.7
1918-10-01,7.86,1.038,16
1918-11-01,8.06,1.014,16.3
1918-12-01,7.9,0.99,16.5
1919-01-01,7.85,0.985,16.5
1919-02-01,7.88,0.98,16.2
1919-03-01,8.12,0.975,16.4
1919-04-01,8.39,0.97,16.7
1919-05-01,8.97,0.965,16.9
1919-06-01,9.21,0.96,16.9
1919-07-01,9.51,0.955,17.4
1919-08-01,8.87,0.95,17.7
1919-09-01,9.01,0.945,17.8
1919-10-01,9.47,0.94,18.1
1919-11-01,9.19,0.935,18.5
1919-12-01,8.92,0.93,18.9
1920-01-01,8.83,0.9192,19.3
1920-02-01,8.1,0.9083,19.5
1920-03-01,8.67,0.8975,19.7
1920-04-01,8.6,0.8867,20.3
1920-05-01,8.06,0.8758,20.6
1920-06-01,7.92,0.865,20.9
1920-07-01,7.91,0.8542,20.8
1920-08-01,7.6,0.8433,20.3
1920-09-01,7.87,0.8325,20
1920-10-01,7.88,0.8217,19.9
1920-11-01,7.48,0.8108,19.8
1920-12-01,6.81,0.8,19.4
1921-01-01,7.11,0.7575,19
1921-02-01,7.06,0.715,18.4
1921-03-01,6.88,0.6725,18.3
1921-04-01,6.91,0.63,18.1
1921-05-01,7.12,0.5875,17.7
1921-06-01,6.55,0.545,17.6
1921-07-01,6.53,0.5025,17.7
1921-08-01,6.45,0.46,17.7
1921-09-01,6.61,0.4175,17.5
1921-10-01,6.7,0.375,17.5
1921-11-01,7.06,0.3325,17.4
1921-12-01,7.31,0.29,17.3
1922-01-01,7.3,0.3233,16.9
1922-02-01,7.46,0.3567,16.9
1922-03-01,7.74,0.39,16.7
1922-04-01,8.21,0.4233,16.7
1922-05-01,8.53,0.4567,16.7
1922-06-01,8.45,0.49,16.7
1922-07-01,8.51,0.5233,16.8
1922-08-01,8.83,0.5567,16.6
1922-09-01,9.06,0.59,16.6
1922-10-01,9.26,0.6233,16.7
1922-11-01,8.8,0.6567,16.8
1922-12-01,8.78,0.69,16.9
1923-01-01,8.9,0.7142,16.8
1923-02-01,9.28,0.7383,16.8
1923-03-01,9.43,0.7625,16.8
1923-04-01,9.1,0.7867,16.9
1923-05-01,8.67,0.8108,16.9
1923-06-01,8.34,0.835,17
1923-07-01,8.06,0.8592,17.2
1923-08-01,8.1,0.8833,17.1
1923-09-01,8.15,0.9075,17.2
1923-10-01,8.03,0.9317,17.3
1923-11-01,8.27,0.9558,17.3
1923-12-01,8.55,0.98,17.3
1924-01-01,8.83,0.9758,17.3
1924-02-01,8.87,0.9717,17.2
1924-03-01,8.7,0.9675,17.1
1924-04-01,8.5,0.9633,17
1924-05-01,8.47,0.9592,17
1924-06-01,8.63,0.955,17
1924-07-01,9.03,0.9508,17.1
1924-08-01,9.34,0.9467,17
1924-09-01,9.25,0.9425,17.1
1924-10-01,9.13,0.9383,17.2
1924-11-01,9.64,0.9342,17.2
1924-12-01,10.16,0.93,17.3
1925-01-01,10.58,0.9567,17.3
1925-02-01,10.67,0.9833,17.2
1925-03-01,10.39,1.01,17.3
1925-04-01,10.28,1.037,17.2
1925-05-01,10.61,1.063,17.3
1925-06-01,10.8,1.09,17.5
1925-07-01,11.1,1.117,17.7
1925-08-01,11.25,1.143,17.7
1925-09-01,11.51,1.17,17.7
1925-10-01,11.89,1.197,17.7
1925-11-01,12.26,1.223,18
1925-12-01,12.46,1.25,17.9
1926-01-01,12.65,1.249,17.9
1926-02-01,12.67,1.248,17.9
1926-03-01,11.81,1.248,17.8
1926-04-01,11.48,1.247,17.9
1926-05-01,11.56,1.246,17.8
1926-06-01,12.11,1.245,17.7
1926-07-01,12.62,1.244,17.5
