FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,WB_REGION,COUNTRY,CountrynameWEO,weo_code,ISO,STATE,LAT_DD,LON_DD,ON_OFF_LOC,year,FIELD_TYPE,SIZE_CLASS,SIZE_CLASS_CODE,EUR_MMBOE,oil_price,gas_price,firstdiscoyear,disco_cumu,disco_count,EUR_cumu,NPV_USD_n,defl_uscpi,NPV_USD_r,gdp_curr,gdp_const,NPV_GDP_n,NPV_GDP_r,DISCO_SOURCE1,DISCO_SOURCE2,DISCO_SOURCE3,DISCO_SOURCE4
314,Red Mango,Columbus Basin,B,CENTRAL AND SOUTH AMERICA,LAC,Trinidad and Tobago,Trinidad and Tobago,369,TTO,,9.986919,-60.544425,Offshore,2000,Gas,Giant,1,590,28.22971944444444,.6941666666666663,1913,4,5,2100,133.73167,.77634811,172.25735,8154.33823295978,12400.2448976867,1.6400064,1.3891448,Horn (2014),,.,
315,Nilam,Kalimantan,G,ASIA AND OCEANIA,EAP,Indonesia,Indonesia,536,IDN,,-.45,117.4,Onshore,1974,Gas,Giant,1,610.3920000000001,10.6737497138977,.1717,1940,10,21,19920.543,33.816826,.27119011,124.69786,25802.4096385542,118145.693216164,.13106073,.10554583,Horn (2014),,.,
316,Badak,,G,ASIA AND OCEANIA,EAP,Indonesia,Indonesia,536,IDN,,-.33333,117.43333,Onshore,1972,Gas,Giant,1,548.1130000000001,2.69,.0622341088563481,1940,8,21,11643.483,11.111149,.23099306,48.101658,10997.5903614458,101536.931350016,.10103258,.047373559,Horn (2014),,.,
317,El Temsah,,F,AFRICA,MNA,Egypt,Egypt,469,EGY,,32,32.5,Offshore,1977,Gas,Giant,1,750.5,13.43041669527685,.2194379215793447,1955,7,16,7378.1528,50.681828,.33047032,153.36272,14400.8068759867,38210.7213514442,.35193741,.40136042,Horn (2014),,.,
318,Bateman Lake,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Louisiana,29.666667,-91.166667,Onshore,1937,Gas,Giant,1,575,,,1871,56,116,65163.848,,,,,,,,Horn (2014),,.,
319,Kettleman Hills North Dome,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,36.083333,-120.25,Onshore,1928,Gas,Giant,1,951.955,,,1871,27,116,34779.656,,,,,,,,Horn (2014),,.,
320,Bongkot,,G,ASIA AND OCEANIA,EAP,Thailand,Thailand,578,THA,,7.416667,102.333333,Offshore,1973,Gas,Giant,1,769.173,3.34,.0767980715665424,1973,1,4,769.17297,18.02306,.24557282,73.391914,10838.5873577466,41321.7716500863,.16628607,.17761077,Horn (2014),,.,
321,Ampa Southwest,,G,ASIA AND OCEANIA,EAP,Brunei,Brunei Darussalam,516,BRN,,4.69752,114.14426,Offshore,1963,Gas,Giant,1,1291.587,2.235,.0468648467254823,1929,2,3,3354.9199,16.249197,.16812883,96.647293,,,,,Horn (2014),,.,
322,Barqan,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,27.833333,35.25,Offshore,1969,Gas,Giant,1,833.333,2.2825,.0528546930500245,1938,19,59,329765.5,13.420673,.19991764,67.131012,4485.77764444444,81427.20204800001,.29918277,.082442977,Horn (2014),,.,
323,Santa Barbara,,B,CENTRAL AND SOUTH AMERICA,LAC,Venezuela,Venezuela,299,VEN,,9.4,-63.7,Onshore,1941,Gas,Giant,1,2378.303,,,1914,11,31,40967.313,,,,,,,,Horn (2014),,.,
324,Old Ocean,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,28.916667,-95.75,Onshore,1934,Gas,Giant,1,962.333,,,1871,47,116,56065.438,,,,,,,,Horn (2014),,.,
325,Severo Stavropol,Pelagiada,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,45.216667,41.95,Onshore,1950,Gas,Giant,1,1333.333,2.14,.0119,1893,15,158,27864.619,4.2202644,.12719883,33.178486,,,,,Horn (2014),,.,
326,Chunxiao,,G,ASIA AND OCEANIA,EAP,China,China,924,CHN,,28.3575,124.92444,Offshore,1995,Gas,Giant,1,585,17.18333333333333,.37825,1938,23,38,38677.727,72.468117,.7011227,103.36011,734547.898220508,1475765.22670489,.0098656761,.0070038312,Horn (2014),http://www.chinadaily.com.cn/china/2006-08/06/content_657939.htm,.,
327,Volcanera,,B,CENTRAL AND SOUTH AMERICA,LAC,Colombia,Colombia,233,COL,,5.337611,-72.396536,Onshore,1993,Gas,Giant,1,1083.333,16.84166666666667,.4073625000000001,1918,6,8,5860.5801,124.65751,.68270659,182.59309,66446.8048025747,165223.191394862,.18760496,.11051299,Horn (2014),,.,
328,Katy,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,29.5,-95.833333,Onshore,1934,Gas,Giant,1,1020,,,1871,48,116,57085.438,,,,,,,,Horn (2014),,.,
329,Parsons Lake,,A,NORTH AMERICA,NAC,Canada,Canada,156,CAN,Canada - Arctic Islands,68.666667,-133.5,Onshore,1978,Gas,Giant,1,583.333,13.88333333333335,.2726843717716693,1947,14,26,10686.334,52.146214,.35405782,147.28163,218632.867449812,737432.594656533,.023851041,.019972216,Horn (2014),,.,
330,Marlin,,G,ASIA AND OCEANIA,EAP,Australia,Australia,193,AUS,,-38.233333,148.233333,Offshore,1966,Gas,Giant,1,866,2.14833333333333,.0497189365367337,1964,4,32,3469.666,12.974735,.17915867,72.420357,27268.4511143465,254892.994999378,.04758149,.028412063,Horn (2014),,.,
331,Zapolyarnoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,66.822278,79.65262199999999,Onshore,1965,Gas,Supergiant,2,21192.667,2.17,.0485151189433319,1893,44,158,106342.4,120.0527,.17446828,688.10614,,,,,Horn (2014),,.,
332,Gazli,Gazlinskoye,D,EASTERN EUROPE AND FORMER USSR,ECA,Uzbekistan,Uzbekistan,927,UZB,,40.129725,63.444819,Onshore,1956,Gas,Giant,1,2800.817,2.375,.0187,1956,1,11,2800.8169,11.217407,.15072045,74.425255,,,,,Horn (2014),,.,
333,Achak,,D,EASTERN EUROPE AND FORMER USSR,ECA,Turkmenistan,Turkmenistan,925,TKM,,41.072633,60.915261,Onshore,1966,Gas,Giant,1,931.667,2.14833333333333,.0497189365367337,1956,6,16,5030.9058,13.667326,.17915867,76.286156,,,,,Horn (2014),,.,
334,Naipskoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Turkmenistan,Turkmenistan,925,TKM,,40.792744,61.308761,Onshore,1970,Gas,Giant,1,1333.333,2.280416666666665,.0524635308616226,1956,10,16,9746.168,18.605881,.21080926,88.259315,,,,,Horn (2014),,.,
335,Odzhak,,D,EASTERN EUROPE AND FORMER USSR,ECA,Turkmenistan,Turkmenistan,925,TKM,,41.116667,60.95,Onshore,1966,Gas,Giant,1,500,2.14833333333333,.0497189365367337,1956,7,16,5530.9058,8.3621378,.17915867,46.67448,,,,,Horn (2014),,.,
336,Bol'shoy Kruzenshtern,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,70.833333,66.916667,Onshore,1976,Gas,Giant,1,2066.667,12.13750005722045,.1968554638088303,1893,107,158,346852.72,95.249268,.31168446,305.59518,,,,,Horn (2014),,.,
337,Kharvutin,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,67.466667,72.716667,Offshore,1976,Gas,Giant,1,666.667,12.13750005722045,.1968554638088303,1893,108,158,347519.38,42.096977,.31168446,135.06281,,,,,Horn (2014),,.,
338,Komsomol',,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,64.560847,76.671117,Onshore,1966,Gas,Giant,1,2666.667,2.14833333333333,.0497189365367337,1893,47,158,120703.29,28.808222,.17915867,160.79726,,,,,Horn (2014),,.,
339,Leningrad,Kara,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,72.333611,65.609167,Offshore,1990,Gas,Supergiant,2,9173.967000000001,22.87916666666667,.3840583333333331,1893,147,158,448071.06,530.36676,.62537724,848.07495,516814.274021956,1416186.83044243,.10262232,.059884399,Horn (2014),,.,
340,Maykop,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,44.6109,40.103014,Onshore,1909,Gas,Giant,1,536.667,,,1893,2,158,1186.667,,,,,,,,Horn (2014),,.,
341,Medvezh'ye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,67.333333,73.833333,Offshore,1966,Gas,Giant,1,4939.833,2.14833333333333,.0497189365367337,1893,48,158,125643.13,44.484673,.17915867,248.29762,,,,,Horn (2014),,.,
342,Messoyakha,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,69.333333,82.5,Onshore,1967,Gas,Giant,1,2333.333,2.17833333333333,.0524150269837014,1893,53,158,192285.59,27.635008,.18329984,150.76395,,,,,Horn (2014),,.,
343,Neytin,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,69.833333,69.75,Onshore,1975,Gas,Giant,1,666.667,10.7962500619888,.1795279552154058,1893,101,158,318388.97,38.391541,.29560795,129.87317,,,,,Horn (2014),,.,
344,Nyda,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,66.5,73,Onshore,1967,Gas,Giant,1,583.333,2.17833333333333,.0524150269837014,1893,54,158,192868.92,10.023476,.18329984,54.683495,,,,,Horn (2014),,.,
345,Severo Urengoy,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,67.12353299999999,76.011853,Onshore,1971,Gas,Supergiant,2,5833.333,2.625,.0579907012221471,1893,81,158,281285.25,58.31356,.22155391,263.20258,,,,,Horn (2014),,.,
346,Sredneyamal'skoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,69.13333299999999,71.166667,Onshore,1970,Gas,Giant,1,1250,2.280416666666665,.0524635308616226,1893,71,158,251669.02,17.772528,.21080926,84.306198,,,,,Horn (2014),,.,
347,Tarko-Sale Vostochnoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,65.170975,78.25078600000001,Onshore,1971,Gas,Giant,1,2496.227,2.625,.0579907012221471,1893,82,158,283781.47,32.068794,.22155391,144.74489,,,,,Horn (2014),,.,
348,Taz,Tazovskoye,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,67.46784700000001,78.680474,Onshore,1962,Gas,Giant,1,509.332,2.245,.0480057896901483,1893,30,158,51512.387,8.1716404,.16498895,49.528412,,,,,Horn (2014),,.,
349,Tul'skiy,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,44.50578,40.1664,Onshore,1969,Gas,Giant,1,601.667,2.2825,.0528546930500245,1893,64,158,214470.16,10.312925,.19991764,51.585869,,,,,Horn (2014),,.,
350,Urengoy,Vostochno Urengoy,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,67.021517,76.325203,Onshore,1966,Gas,Megagiant,3,58606.667,2.14833333333333,.0497189365367337,1893,49,158,184249.8,248.47626,.17915867,1386.9061,,,,,Horn (2014),,.,
351,Verkhnepurpey,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,65.166667,76.833333,Onshore,1976,Gas,Giant,1,583.333,12.13750005722045,.1968554638088303,1893,109,158,348102.72,37.645233,.31168446,120.77995,,,,,Horn (2014),,.,
352,Yamburg,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,68.046606,76.02528599999999,Onshore,1969,Gas,Supergiant,2,26177.328,2.2825,.0528546930500245,1893,65,158,240647.48,151.4231,.19991764,757.42737,,,,,Horn (2014),,.,
353,Yetypur,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,64,77.551478,Onshore,1971,Gas,Giant,1,1101.667,2.625,.0579907012221471,1893,83,158,284883.16,17.958744,.22155391,81.058121,,,,,Horn (2014),,.,
354,Yuzhno-Samburg,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,66.327775,77.083333,Onshore,1978,Gas,Giant,1,1750,13.88333333333335,.2726843717716693,1893,112,158,351480.44,117.27824,.35405782,331.24039,,,,,Horn (2014),,.,
355,Yuzhno-Tambey,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,71.34999999999999,71.983333,Onshore,1974,Gas,Giant,1,583.333,10.6737497138977,.1717,1893,95,158,309307.38,32.834682,.27119011,121.07626,,,,,Horn (2014),,.,
356,Shibarghan,,G,ASIA AND OCEANIA,SAR,Afghanistan,Afghanistan,512,AFG,,36.999262,65.986723,Onshore,1959,Gas,Giant,1,598.333,2.5275,.0221,1959,1,1,598.33301,4.2965708,.16262439,26.420212,,,,,Horn (2014),,.,
357,Yamsovey,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,65.48739399999999,75.531792,Onshore,1970,Gas,Giant,1,3999.875,2.280416666666665,.0524635308616226,1893,72,158,255668.89,40.46225,.21080926,191.93773,,,,,Horn (2014),,.,
358,Burger,Chukchi Wainwright Dome,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Alaska,71.220117,-163.443954,Offshore,1990,Gas,Giant,1,3063.667,22.87916666666667,.3840583333333331,1871,96,116,121944.52,245.44284,.62537724,392.47165,5963144,9001231.051100001,.0041159973,.0043601999,Horn (2014),,.,
359,B. Structure,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,28.4,50.15,Onshore,1972,Gas,Supergiant,2,8333.333000000001,2.69,.0622341088563481,1908,38,70,224960.89,80.35463,.23099306,347.866,17153.4632636627,261859.963330961,.46844551,.13284428,Horn (2014),,.,
360,Kharasavey,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,70.966667,67,Onshore,1974,Gas,Giant,1,4293.375,10.6737497138977,.1717,1893,96,158,313600.75,139.19156,.27119011,513.26196,,,,,Horn (2014),,.,
361,Bovanenko,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,70.36235000000001,68.448975,Onshore,1971,Gas,Supergiant,2,12725.04,2.625,.0579907012221471,1893,84,158,297608.19,100.63628,.22155391,454.22931,,,,,Horn (2014),,.,
362,Gyda,Gydan,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,70.666667,77.416667,Onshore,1978,Gas,Giant,1,855.965,13.88333333333335,.2726843717716693,1893,113,158,352336.41,70.57235,.35405782,199.32437,,,,,Horn (2014),,.,
363,Rusanov,Kara,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,73.26472200000001,65.81444399999999,Offshore,1982,Gas,Giant,1,4491,32.64722212685484,.587775,1893,124,158,375644.34,491.82022,.48592058,1012.1412,,,,,Horn (2014),,.,
364,Palyanovo,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,61.757536,66.96896700000001,Onshore,1972,Gas,Giant,1,1083.333,2.69,.0622341088563481,1893,88,158,303565.94,19.044338,.23099306,82.445496,,,,,Horn (2014),,.,
365,Shatlyk,"Sheketli, Shekhitli",D,EASTERN EUROPE AND FORMER USSR,ECA,Turkmenistan,Turkmenistan,925,TKM,,37.516667,61.25,Onshore,1968,Gas,Giant,1,2255.207,2.195,.0520031595766798,1956,8,16,7786.1128,26.765335,.19009274,140.80145,,,,,Horn (2014),,.,
366,Khalmerpayuta,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,67.75,81.25,Onshore,1989,Gas,Giant,1,961.333,17.8388888888889,.321866666666667,1893,144,158,436719.59,90.473412,.61707133,146.61743,506500.173960269,1459986.35754605,.017862463,.010042383,Horn (2014),,.,
367,Nakhodka,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,68,77.216667,Offshore,1972,Gas,Giant,1,826,2.69,.0622341088563481,1893,89,158,304391.94,15.703156,.23099306,67.981071,,,,,Horn (2014),,.,
368,Novyy Port,Novoportovskoye,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,67.88306,72.43138999999999,Onshore,1964,Gas,Giant,1,1288.333,2.1975,.0454027332005061,1893,38,158,71118.023,15.714075,.17168793,91.526962,,,,,Horn (2014),,.,
369,Nurma,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,68.766667,71.766667,Onshore,1970,Gas,Giant,1,1090,2.280416666666665,.0524635308616226,1893,73,158,256758.89,16.124594,.21080926,76.489021,,,,,Horn (2014),,.,
370,Yah,,E,MIDDLE EAST,MNA,Yemen,Yemen,474,YEM,,15.333333,44.166667,Onshore,1985,Gas,Giant,1,833.333,27.18333333333333,.5236708333333331,1985,2,3,1733.333,132.96861,.54427373,244.30467,,,,,Horn (2014),,.,
371,Ludlov,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,74.694722,47.104722,Offshore,1990,Gas,Giant,1,1353.333,22.87916666666667,.3840583333333331,1893,148,158,449424.41,137.65112,.62537724,220.10895,516814.274021956,1416186.83044243,.026634544,.015542367,Horn (2014),,.,
372,Ubadari,,G,ASIA AND OCEANIA,EAP,Indonesia,Indonesia,536,IDN,,-2.566667,132.633333,Offshore,1997,Gas,Giant,1,500,19.1710427248677,.443707083333333,1940,17,21,30265.887,74.626289,.72773516,102.54594,215748.998609635,493545.853299547,.034589402,.020777389,Horn (2014),,.,
373,Evans Shoal,,G,ASIA AND OCEANIA,EAP,Australia,Australia,193,AUS,,-10.08152,129.532,Offshore,1971,Gas,Giant,1,1315.833,2.625,.0579907012221471,1964,9,32,7902.166,20.374065,.22155391,91.959854,45149.5128233845,339767.692195329,.045125771,.027065508,Horn (2014),,.,
374,Vorwata,With Wiriagar-Deep = Tangguh,G,ASIA AND OCEANIA,EAP,Indonesia,Indonesia,536,IDN,,-2.266667,133.1,Offshore,1997,Gas,Giant,1,1833.333,19.1710427248677,.443707083333333,1940,18,21,32099.219,197.22771,.72773516,271.01578,215748.998609635,493545.853299547,.091415353,.054911975,Horn (2014),https://en.wikipedia.org/wiki/Vorwata_gas_field,.,
375,Kazanskoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,57.258339,79.3579,Onshore,1967,Gas,Giant,1,658.333,2.17833333333333,.0524150269837014,1893,55,158,193527.25,10.84332,.18329984,59.156189,,,,,Horn (2014),,.,
376,Whitefish,,A,NORTH AMERICA,NAC,Canada,Canada,156,CAN,Canada - Arctic Islands,77.2,-106.883333,Onshore,1979,Gas,Giant,1,833.333,28.11111107402377,.3773565288620104,1947,16,26,12353,95.817009,.38474527,249.04012,243072.102185419,764799.9606766159,.03941917,.032562777,Horn (2014),,.,
377,Ledovoye,Barents,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,74.05166699999999,46.945,Offshore,1991,Gas,Giant,1,530.093,19.37083333333333,.3910708333333339,1893,150,158,450726,68.320213,.64754134,105.5071,517962.962962963,1344712.73859256,.013190174,.0078460705,Horn (2014),,.,
378,Pelyata,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,69.616747,81.833242,Onshore,1969,Gas,Giant,1,1083.333,2.2825,.0528546930500245,1893,66,158,241730.83,16.174131,.19991764,80.903969,,,,,Horn (2014),,.,
379,Hassi R'Mel,,F,AFRICA,MNA,Algeria,Algeria,612,DZA,,32.957703,3.191017,Onshore,1957,Gas,Supergiant,2,21841.987,2.471666666666665,.0187,1956,2,14,26962.398,47.253258,.15594488,303.01254,,,,,Horn (2014),,.,
380,Sredne Vilyuy,Vilyuyskoye,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,63.452239,120.126019,Onshore,1963,Gas,Giant,1,1252.107,2.235,.0468648467254823,1893,35,158,68496.93,15.894917,.16812883,94.540108,,,,,Horn (2014),,.,
381,Srednetyung,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,64.176711,116.698317,Onshore,1976,Gas,Giant,1,549.897,12.13750005722045,.1968554638088303,1893,110,158,348652.63,35.220486,.31168446,113.00046,,,,,Horn (2014),,.,
382,Rhourde Nouss,,F,AFRICA,MNA,Algeria,Algeria,612,DZA,,29.7,6.7,Onshore,1962,Gas,Giant,1,1725,2.245,.0480057896901483,1956,7,14,34156.301,20.437237,.16498895,123.87034,2001.46886773344,19036.112896,1.0211118,.65071237,Horn (2014),,.,
383,Glynsko-Rozbyshev,,D,EASTERN EUROPE AND FORMER USSR,ECA,Ukraine,Ukraine,926,UKR,,50.533333,33.6,Onshore,1958,Gas,Giant,1,643.333,2.569166666666665,.0204,1950,2,5,3741.666,4.1574807,.1595618,26.055614,,,,,Horn (2014),,.,
384,Zapadno Krestishchenskoy,,D,EASTERN EUROPE AND FORMER USSR,ECA,Ukraine,Ukraine,926,UKR,,49.683333,35.083333,Onshore,1968,Gas,Giant,1,1348.333,2.195,.0520031595766798,1950,5,5,6443.4692,18.589659,.19009274,97.792572,,,,,Horn (2014),,.,
385,Pagoreni 1X,75-29-1X; Camisea Area,B,CENTRAL AND SOUTH AMERICA,LAC,Peru,Peru,293,PER,,-11.85,-72.716667,Onshore,1998,Gas,Giant,1,846.667,13.06444166666667,.38273375,1868,4,4,6940,98.286697,.74038815,132.75023,55501.46787738099,82316.823095535,.17708847,.16126743,Horn (2014),https://www.ogj.com/refining-processing/article/17218488/pluspetrol-starts-up-pagoreni-gascondensate-field,.,
386,Saih Nihayda,,E,MIDDLE EAST,MNA,Oman,Oman,449,OMN,,21.588126,56.620477,Onshore,1972,Gas,Giant,1,603.735,2.69,.0622341088563481,1957,6,10,5935.228,12.170134,.23099306,52.686142,366.85773840542,7410.83589076723,3.3173985,.71093386,Horn (2014),,.,
387,Saih Rawl,,E,MIDDLE EAST,MNA,Oman,Oman,449,OMN,,21.183333,56.416667,Onshore,1990,Gas,Giant,1,2007.287,22.87916666666667,.3840583333333331,1957,8,10,8442.5146,182.03235,.62537724,291.07608,11685.0455136541,27006.9081924577,1.5578232,1.0777838,Horn (2014),http://abarrelfull.wikidot.com/saih-rawl-gas-field,.,
388,Gidgealpa,,G,ASIA AND OCEANIA,EAP,Australia,Australia,193,AUS,,-27.657031,140.113392,Onshore,1964,Gas,Giant,1,833.333,2.1975,.0454027332005061,1964,1,32,833.33301,11.528499,.17168793,67.147987,23764.1393213126,234906.337351139,.048512165,.028585004,Horn (2014),,.,
389,Moomba,,G,ASIA AND OCEANIA,EAP,Australia,Australia,193,AUS,,-27.397458,141.629117,Onshore,1964,Gas,Giant,1,833.333,2.1975,.0454027332005061,1964,2,32,1666.666,11.528499,.17168793,67.147987,23764.1393213126,234906.337351139,.048512165,.028585004,Horn (2014),,.,
390,Petrel,,G,ASIA AND OCEANIA,EAP,Australia,Australia,193,AUS,,-12.833333,128.466667,Offshore,1969,Gas,Giant,1,666.667,2.2825,.0528546930500245,1964,8,32,6586.333,11.302825,.19991764,56.537407,36628.9618098331,304825.925632,.030857617,.01854744,Horn (2014),,.,
391,Eunice,"Jalmat, Monument",A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - New Mexico,32.5,-103.25,Onshore,1929,Gas,Giant,1,1504.901,,,1871,32,116,38702.371,,,,,,,,Horn (2014),,.,
392,Korobki,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,50.266667,45.383333,Onshore,1949,Gas,Giant,1,650,,,1893,14,158,26531.287,,,,,,,,Horn (2014),,.,
393,Kyrtaiol'skoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,57.311008,65.37462499999999,Onshore,1970,Gas,Supergiant,2,9166.666999999999,2.280416666666665,.0524635308616226,1893,74,158,265925.56,72.409424,.21080926,343.48312,,,,,Horn (2014),,.,
394,Margarita,,B,CENTRAL AND SOUTH AMERICA,LAC,Bolivia,Bolivia,218,BOL,,-21.121281,-63.796847,Onshore,1998,Gas,Giant,1,2432,13.06444166666667,.38273375,1998,1,4,2432,207.78703,.74038815,280.64609,8497.54559808352,13095.4349087955,2.4452593,2.1430833,Horn (2014),https://en.wikipedia.org/wiki/Margarita_gas_field,.,
395,Ramos,,B,CENTRAL AND SOUTH AMERICA,LAC,Argentina,Argentina,213,ARG,,-22.383333,-64.8,Onshore,1928,Gas,Giant,1,554.0599999999999,,,1907,2,6,3798.0601,,,,,,,,Horn (2014),,.,
396,San Pedrito,,B,CENTRAL AND SOUTH AMERICA,LAC,Argentina,Argentina,213,ARG,,-22.340333,-64.005336,Onshore,1996,Gas,Giant,1,1068.333,20.42,.474158333333334,1907,6,6,7557.0298,143.66693,.70896083,202.64438,272149.75,281768.091694844,.052789662,.071918853,Horn (2014),,.,
397,Hassi Messaoud,,F,AFRICA,MNA,Algeria,Algeria,612,DZA,,31.67361,6.06944,Onshore,1956,Gas,Supergiant,2,5120.412,2.375,.0187,1956,1,14,5120.4121,17.158922,.15072045,113.84602,,,,,Horn (2014),,.,
398,Taxs-Yur'yash,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,61.78765,113.141764,Onshore,1981,Gas,Giant,1,608.5,35.87888866000703,.5595833333333331,1893,122,158,369441.19,109.98943,.46076635,238.70976,,,,,Horn (2014),,.,
399,Soba,Sobinskoye,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,59.989167,102.276667,Onshore,1980,Gas,Giant,1,830,37.03749995761446,.4937791666666669,1893,120,158,366749.34,125.02155,.42291412,295.61923,,,,,Horn (2014),,.,
400,Sredne Botuoba,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,60.989914,114.978914,Onshore,1970,Gas,Giant,1,1242.55,2.280416666666665,.0524635308616226,1893,75,158,267168.09,17.697231,.21080926,83.94902,,,,,Horn (2014),,.,
401,Sredne Botnobin,Botnobin,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,61.25,111.666667,Onshore,1970,Gas,Giant,1,3030.667,2.280416666666665,.0524635308616226,1893,76,158,270198.78,33.272961,.21080926,157.83444,,,,,Horn (2014),,.,
402,Buena Vista Hills,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,35.199708,-119.425219,Onshore,1909,Oil,Giant,1,859.41,,,1871,8,116,8595.457,,,,,,,,Horn (2014),,.,
403,Kern River,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,35.503558,-119.035428,Onshore,1899,Oil,Giant,1,1675.814,,,1871,6,116,7059.8999,,,,,,,,Horn (2014),,.,
404,Balakhany Sabunchino,Ramany,D,EASTERN EUROPE AND FORMER USSR,ECA,Azerbaijan,Azerbaijan,912,AZE,,40.666667,50.333333,Offshore,1896,Oil,Giant,1,2400,,,1870,3,12,5300,,,,,,,,Horn (2014),,.,
405,Abouzar,Formerly Ardeshir (Abuzar),E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,29.3,49.533333,Offshore,1961,Oil,Giant,1,1331.5,2.27,.0471557896901483,1908,14,70,108032.8,804.25629,.16356483,4917.0488,4426.94909475238,72789.52447999999,18.16728,6.7551599,Horn (2014),,.,
406,Coalinga,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,36.166667,-120.5,Onshore,1887,Oil,Giant,1,906.395,,,1871,4,116,2603.7529,,,,,,,,Horn (2014),,.,
407,Midway-Sunset,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,35.166667,-119.5,Onshore,1894,Oil,Giant,1,2780.333,,,1871,5,116,5384.0859,,,,,,,,Horn (2014),,.,
