FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,WB_REGION,COUNTRY,CountrynameWEO,weo_code,ISO,STATE,LAT_DD,LON_DD,ON_OFF_LOC,year,FIELD_TYPE,SIZE_CLASS,SIZE_CLASS_CODE,EUR_MMBOE,oil_price,gas_price,firstdiscoyear,disco_cumu,disco_count,EUR_cumu,NPV_USD_n,defl_uscpi,NPV_USD_r,gdp_curr,gdp_const,NPV_GDP_n,NPV_GDP_r,DISCO_SOURCE1,DISCO_SOURCE2,DISCO_SOURCE3,DISCO_SOURCE4
408,San Ardo,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,35.959981,-120.873989,Onshore,1947,Oil,Giant,1,529,,,1871,68,116,72589.828,,,,,,,,Horn (2014),,.,
409,South Belridge,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - California,35.50497,-119.5,Onshore,1911,Oil,Giant,1,1380.884,,,1871,9,116,9976.3408,,,,,,,,Horn (2014),,.,
410,McArthur River,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Alaska,60.848561,-151.662042,Onshore,1965,Oil,Giant,1,670,2.17,.0485151189433319,1871,85,116,88590.195,465.55496,.17446828,2668.4219,743700,4044814.08374087,.06259983,.065971434,Horn (2014),,.,
411,Ratga,,E,MIDDLE EAST,MNA,Kuwait,Kuwait,443,KWT,,30.0949,47.446867,Onshore,1977,Oil,Giant,1,1018,13.43041669527685,.2194379215793447,1938,10,11,97837.602,3932.0857,.33047032,11898.453,14135.7295882763,,27.816645,,Horn (2014),,.,
412,Attaka,,G,ASIA AND OCEANIA,EAP,Indonesia,Indonesia,536,IDN,,.166667,117.633333,Offshore,1970,Oil,Giant,1,1000,2.280416666666665,.0524635308616226,1940,6,21,8813.7031,659.23254,.21080926,3127.1516,9150.684931506848,88635.22034819859,7.2041879,3.5281141,Horn (2014),,.,
413,Belayim Land,,F,AFRICA,MNA,Egypt,Egypt,469,EGY,,28.617194,33.2216,Onshore,1955,Oil,Giant,1,500,2.375,.017,1955,1,16,500,399.44693,.14622241,2731.7764,,,,,Horn (2014),,.,
414,Laochunmiao,Ya-her-hsia; Yumen,G,ASIA AND OCEANIA,EAP,China,China,924,CHN,,39.845817,97.46216099999999,Onshore,1938,Oil,Giant,1,500,,,1938,1,38,500,,,,,,,,Horn (2014),,.,
415,Leng-hu,,G,ASIA AND OCEANIA,EAP,China,China,924,CHN,,38.739042,93.339061,Onshore,1958,Oil,Giant,1,1100,2.569166666666665,.0204,1938,5,38,4339.333,794.77155,.1595618,4980.9639,,,,,Horn (2014),,.,
416,Seligi,,G,ASIA AND OCEANIA,EAP,Malaysia,Malaysia,548,MYS,,5.45,105.316667,Offshore,1975,Oil,Giant,1,500,10.7962500619888,.1795279552154058,1970,4,8,2065,1815.8018,.29560795,6142.6011,9298.800799467021,30386.6613357572,19.527267,20.214794,Horn (2014),,.,
417,Gudong,Shengli Complex,G,ASIA AND OCEANIA,EAP,China,China,924,CHN,,37.880286,119.044917,Onshore,1984,Oil,Giant,1,514.3,28.5574999915229,.5452750000000001,1938,19,38,36232.727,4891.8809,.52635878,9293.8145,259946.510957143,497990.016810883,1.8818798,1.8662652,Horn (2014),,.,
418,Furrial-Musipan,,B,CENTRAL AND SOUTH AMERICA,LAC,Venezuela,Venezuela,299,VEN,,9.4,-63.666667,Onshore,1986,Oil,Giant,1,3542.275,14.34999999999997,.474725,1914,27,31,58307.082,10159.42,.5561859,18266.23,60391.6049382716,220225.447230551,16.822569,8.2943325,Horn (2014),,.,
419,Nahorkatiya,,G,ASIA AND OCEANIA,SAR,India,India,534,IND,,27.283333,95.333333,Onshore,1953,Oil,Giant,1,500,2.322916666666665,.0153,1953,1,9,500,390.68713,.14370355,2718.7021,,,,,Horn (2014),,.,
420,Jianghan,Chien Chiang,G,ASIA AND OCEANIA,EAP,China,China,924,CHN,,30.564147,112.507344,Onshore,1966,Oil,Giant,1,500,2.14833333333333,.0497189365367337,1938,12,38,30280.461,361.32428,.17915867,2016.7837,76720.28596961571,148581.819991884,.47096315,1.3573556,Horn (2014),,.,
421,West Ranch,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Texas,29,-96.5,Onshore,1938,Oil,Giant,1,544.667,,,1871,61,116,68427.828,,,,,,,,Horn (2014),,.,
422,Carito,,B,CENTRAL AND SOUTH AMERICA,LAC,Venezuela,Venezuela,299,VEN,,9.424542000000001,-63.731456,Onshore,1988,Oil,Supergiant,2,5808.31,14.71805555555557,.343541666666667,1914,28,31,64115.391,14755.399,.59475356,24809.266,60226.4137931034,241392.458807554,24.49988,10.277564,Horn (2014),,.,
423,Ankleshwar,,G,ASIA AND OCEANIA,SAR,India,India,534,IND,,21.62778,72.98479,Onshore,1960,Oil,Giant,1,520,2.30000005722046,.0463057896901483,1953,3,9,9063,396.82132,.1630577,2433.6252,37029.88476163649,148773.228369792,1.0716245,1.6357951,Horn (2014),,.,
424,Cupiagua,,B,CENTRAL AND SOUTH AMERICA,LAC,Colombia,Colombia,233,COL,,5.127236,-72.773734,Onshore,1993,Oil,Giant,1,727.957,16.84166666666667,.4073625000000001,1918,7,8,6588.5371,3813.4351,.68270659,5585.7598,66446.8048025747,165223.191394862,5.7390795,3.3807359,Horn (2014),,.,
425,Lago,,B,CENTRAL AND SOUTH AMERICA,LAC,Venezuela,Venezuela,299,VEN,,9.550000000000001,-71.716667,Offshore,1958,Oil,Giant,1,631.6,2.569166666666665,.0204,1914,24,31,52598.141,517.36432,.1595618,3242.4072,,,,,Horn (2014),,.,
426,La Cira-Infantas,,B,CENTRAL AND SOUTH AMERICA,LAC,Colombia,Colombia,233,COL,,6.9358,-73.76241400000001,Onshore,1918,Oil,Giant,1,500,,,1918,1,8,500,,,,,,,,Horn (2014),,.,
427,Halibut,,G,ASIA AND OCEANIA,EAP,Australia,Australia,193,AUS,,-38.4,148.316667,Offshore,1967,Oil,Giant,1,700,2.17833333333333,.0524150269837014,1964,5,32,4169.666,480.84009,.18329984,2623.2434,30397.580916116,270958.215168,1.5818367,.96813577,Horn (2014),,.,
428,Sabiriyah,,E,MIDDLE EAST,MNA,Kuwait,Kuwait,443,KWT,,29.831347,47.831567,Onshore,1957,Oil,Supergiant,2,5509.682,2.471666666666665,.0187,1938,5,11,88263.719,2387.781,.15594488,15311.698,,,,,Horn (2014),,.,
429,Shushufindi-Aguarico,,B,CENTRAL AND SOUTH AMERICA,LAC,Ecuador,Ecuador,248,ECU,,-.187231,-76.645928,Onshore,1969,Oil,Giant,1,643.582,2.2825,.0528546930500245,1969,1,2,643.58197,465.2861,.19991764,2327.3889,3112.1668483004,14128.114688,14.950551,16.473457,Horn (2014),,.,
430,Foroozan,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,28.52778,49.74167,Offshore,1966,Oil,Giant,1,1067.6,2.14833333333333,.0497189365367337,1908,29,70,197598.92,650.61377,.17915867,3631.4946,6789.93867321106,120728.3214895,9.5820274,3.0079889,Horn (2014),,.,
431,Bolshoye Chernogor,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,71.666667,77,Onshore,1970,Oil,Giant,1,800,2.280416666666665,.0524635308616226,1893,77,158,270998.78,562.44531,.21080926,2668.0295,,,,,Horn (2014),,.,
432,Komsomol'sk Severnyy,Severo Komsomol,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,64.695542,75.415583,Onshore,1969,Oil,Giant,1,1770,2.2825,.0528546930500245,1893,67,158,243500.83,989.61212,.19991764,4950.0991,,,,,Horn (2014),,.,
433,Ozeksuatskoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,44.533333,45.333333,Onshore,1953,Oil,Giant,1,500,2.322916666666665,.0153,1893,18,158,30540.258,390.68713,.14370355,2718.7021,,,,,Horn (2014),,.,
434,Russkoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,66.75028,80.44444,Onshore,1968,Oil,Giant,1,3260,2.195,.0520031595766798,1893,59,158,200000.03,1465.6179,.19009274,7710.0151,,,,,Horn (2014),,.,
435,Ust'-Bakykskoye,"Balyk, Ust Balyk",D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,62.367328,72.856342,Onshore,1961,Oil,Giant,1,2300,2.27,.0471557896901483,1893,23,158,37271.992,1184.7043,.16356483,7243.0264,,,,,Horn (2014),,.,
436,Sarir L (L-65),,F,AFRICA,MNA,Libya,Libya,672,LBY,,27.64551,22.486077,Onshore,1966,Oil,Giant,1,1200,2.14833333333333,.0497189365367337,1956,17,26,20865.115,706.9707,.17915867,3946.0591,,,,,Horn (2014),,.,
437,Bahrah,,E,MIDDLE EAST,MNA,Kuwait,Kuwait,443,KWT,,29.566667,47.916667,Onshore,1956,Oil,Giant,1,1400,2.375,.0187,1938,4,11,82754.039,871.95959,.15072045,5785.2773,,,,,Horn (2014),,.,
438,"Baghdad, East",,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,33.133333,44.5,Onshore,1979,Oil,Supergiant,2,16416.667,28.11111107402377,.3773565288620104,1927,26,34,150832.83,58252.605,.38474527,151405.64,37816.4578394853,36619.34678251,154.04036,413.45807,Horn (2014),,.,
439,Luhais,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,30.351513,46.836498,Onshore,1961,Oil,Giant,1,1143.333,2.27,.0471557896901483,1927,12,34,92525,721.77264,.16356483,4412.7617,1831.70036404369,,39.404514,,Horn (2014),,.,
440,Nahr Umr,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,30.766667,47.7,Onshore,1948,Oil,Supergiant,2,8150,,,1927,2,34,34520,,,,,,,,Horn (2014),,.,
441,Rumaila North and South,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,30.359169,47.339189,Onshore,1953,Oil,Supergiant,2,33333.333,2.322916666666665,.0153,1927,6,34,82553.336,7866.3843,.14370355,54740.363,,,,,Horn (2014),,.,
442,Sacha,,B,CENTRAL AND SOUTH AMERICA,LAC,Ecuador,Ecuador,248,ECU,,.078975,-76.87677499999999,Onshore,1969,Oil,Giant,1,650,2.2825,.0528546930500245,1969,2,2,1293.582,468.29691,.19991764,2342.4492,3112.1668483004,14128.114688,15.047295,16.580055,Horn (2014),,.,
443,Taking [Taching],Daqing Complex,G,ASIA AND OCEANIA,EAP,China,China,924,CHN,,46.616667,125.3,Onshore,1959,Oil,Giant,1,4822.732,2.5275,.0221,1938,7,38,9662.0654,2223.5891,.16262439,13673.159,,,,,Horn (2014),,.,
444,Xingshugang,Daqing Complex,G,ASIA AND OCEANIA,EAP,China,China,924,CHN,,46.311511,124.826172,Onshore,1960,Oil,Giant,1,4257.508,2.30000005722046,.0463057896901483,1938,8,38,13919.573,1853.5577,.1630577,11367.496,59716.4676253148,128267.593741236,3.1039307,8.8623285,Horn (2014),,.,
445,Malongo North and South,Cabinda B,F,AFRICA,SSA,Angola,Angola,614,AGO,,-5.35,12.083333,Offshore,1966,Oil,Giant,1,850,2.14833333333333,.0497189365367337,1966,1,19,850,553.24146,.17915867,3087.9971,,,,,Horn (2014),,.,
446,Megion,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,60.779139,76.270364,Onshore,1961,Oil,Giant,1,885,2.27,.0471557896901483,1893,24,158,38156.992,601.60284,.16356483,3678.0696,,,,,Horn (2014),,.,
447,Marjan,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,28.41667,49.68333,Offshore,1967,Oil,Supergiant,2,10327,2.17833333333333,.0524150269837014,1938,16,59,306732.19,3267.6589,.18329984,17826.852,,,,,Horn (2014),,.,
448,Qubqub,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,28.09583,49.06378,Offshore,1977,Oil,Giant,1,850,13.43041669527685,.2194379215793447,1938,33,59,345231,3458.6177,.33047032,10465.743,74188.24997872399,317387.724293334,4.6619482,3.2974632,Horn (2014),,.,
449,Safaniya,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,28.02872,48.75733,Offshore,1951,Oil,Megagiant,3,56284.5,2.14,.0119,1938,7,59,197468.84,10401.439,.1366684,76107.125,,,,,Horn (2014),,.,
450,Zuluf,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,28.36667,49.16667,Offshore,1965,Oil,Supergiant,2,21009.5,2.17,.0485151189433319,1938,13,59,295155.19,5337.5029,.17446828,30592.971,,,,,Horn (2014),,.,
451,Noor,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,31.9217,47.313956,Onshore,1977,Oil,Giant,1,500,13.43041669527685,.2194379215793447,1927,19,34,128074.5,2258.8374,.33047032,6835.2202,19838.1307145276,25881.9798122088,11.386342,26.409185,Horn (2014),,.,
452,Nowruz,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,29.46333,49.38667,Offshore,1967,Oil,Giant,1,1240.253,2.17833333333333,.0524150269837014,1908,32,70,201739.17,733.84027,.18329984,4003.4966,7555.38368995794,134772.482048,9.7128124,2.9705594,Horn (2014),,.,
453,Soroosh,,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,29.05194,49.49917,Offshore,1962,Oil,Giant,1,1785.497,2.245,.0480057896901483,1908,16,70,110818.3,979.38428,.16498895,5936.0601,4693.56641643859,79042.461696,20.866526,7.5099635,Horn (2014),,.,
454,Rachi,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,30.2363,47.03932,Onshore,1957,Oil,Giant,1,870,2.471666666666665,.0187,1927,8,34,88056.664,647.12909,.15594488,4149.7295,,,,,Horn (2014),,.,
455,Safwan,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,30.10627,47.75345,Onshore,1977,Oil,Giant,1,558.333,13.43041669527685,.2194379215793447,1927,20,34,128632.83,2496.2434,.33047032,7553.6084,19838.1307145276,25881.9798122088,12.583057,29.184816,Horn (2014),,.,
456,Zubair,,E,MIDDLE EAST,MNA,Iraq,Iraq,433,IRQ,,30.360714,47.630111,Onshore,1949,Oil,Supergiant,2,9186.666999999999,,,1927,3,34,43706.668,,,,,,,,Horn (2014),,.,
457,Draugen,,C,WESTERN EUROPE,ECA,Norway,Norway,142,NOR,,65.38333299999999,7.8,Offshore,1984,Oil,Giant,1,2027.527,28.5574999915229,.5452750000000001,1969,15,28,41705.164,13631.896,.52635878,25898.488,62057.9550327758,222684.238990762,21.966396,11.630139,Horn (2014),https://www.norskpetroleum.no/en/facts/field/draugen/,.,
458,Tyan,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,62.807664,72.374661,Onshore,1985,Oil,Giant,1,1785.333,27.18333333333333,.5236708333333331,1893,136,158,396082.19,11857.992,.54427373,21786.816,,,,,Horn (2014),,.,
459,Verkhne-Kolik'yegan,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,62.3771,80.158278,Onshore,1981,Oil,Giant,1,1712.148,35.87888866000703,.5595833333333331,1893,123,158,371153.34,15193.786,.46076635,32975.035,,,,,Horn (2014),,.,
460,Issungnak,,A,NORTH AMERICA,NAC,Canada,Canada,156,CAN,Canada - Northwest Territories,70.016667,-134.316667,Offshore,1980,Oil,Giant,1,500,37.03749995761446,.4937791666666669,1947,22,26,20467.998,6229.27,.42291412,14729.397,273853.82637701,781285.509778074,2.2746696,1.8852772,Horn (2014),,.,
461,Lung-nu-ssu,,G,ASIA AND OCEANIA,EAP,China,China,924,CHN,,30.5,106.183333,Onshore,1956,Oil,Giant,1,606,2.375,.0187,1938,4,38,3239.333,465.57285,.15072045,3088.9827,,,,,Horn (2014),,.,
462,El Biar,,F,AFRICA,MNA,Algeria,Algeria,612,DZA,,31.058333,8.210000000000001,Onshore,1994,Oil,Giant,1,566.667,15.88666666666666,.3708833333333331,1956,10,14,35910.977,2981.3484,.69443583,4293.1948,42542.5713055136,89763.65416459031,7.0079179,4.7827764,Horn (2014),,.,
463,Ourhoud,,F,AFRICA,MNA,Algeria,Algeria,612,DZA,,30.665617,8.090464000000001,Onshore,1994,Oil,Giant,1,2113.333,15.88666666666666,.3708833333333331,1956,11,14,38024.309,7809.2642,.69443583,11245.479,42542.5713055136,89763.65416459031,18.356352,12.527876,Horn (2014),https://en.wikipedia.org/wiki/Ourhoud_Oil_Field,.,
464,Kuleshovka,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,52.666667,50.5,Onshore,1958,Oil,Giant,1,759,2.569166666666665,.0204,1893,21,158,32721.992,597.73962,.1595618,3746.1323,,,,,Horn (2014),,.,
465,Mukhanovo,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,52.996939,50.529128,Onshore,1945,Oil,Giant,1,1530,,,1893,12,158,8881.2871,,,,,,,,Horn (2014),,.,
466,Yarino-Kamemmyy Log,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,58.061803,56.486422,Onshore,1954,Oil,Giant,1,510,2.375,.017,1893,19,158,31050.258,404.62173,.14480948,2794.166,,,,,Horn (2014),,.,
467,Elk Basin,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Wyoming,44.974994,-108.852236,Onshore,1915,Oil,Giant,1,500,,,1871,12,116,12331.661,,,,,,,,Horn (2014),,.,
468,Cushing,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Oklahoma,35.947692,-96.752983,Onshore,1912,Oil,Giant,1,500,,,1871,10,116,10476.341,,,,,,,,Horn (2014),,.,
469,Rangely,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Colorado,40.092631,-108.8059,Onshore,1933,Oil,Giant,1,904,,,1871,44,116,53434.375,,,,,,,,Horn (2014),,.,
470,Pryluky,Prilukskoye; Dnepr,D,EASTERN EUROPE AND FORMER USSR,ECA,Ukraine,Ukraine,926,UKR,,50.584283,32.300542,Onshore,1960,Oil,Giant,1,588.47,2.30000005722046,.0463057896901483,1950,3,5,4330.1362,442.34943,.1630577,2712.8398,,,,,Horn (2014),,.,
471,Bradford,,A,NORTH AMERICA,NAC,United States,United States,111,USA,USA - Pennsylvania,42,-78.5,Onshore,1871,Oil,Giant,1,658,,,1871,1,116,658,,,,,,,,Horn (2014),,.,
472,Tuyrnazy,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,54.535581,53.510983,Onshore,1937,Oil,Giant,1,1000,,,1893,5,158,3600.2871,,,,,,,,Horn (2014),,.,
473,Serafimovka,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,54.394542,53.573222,Onshore,1939,Oil,Giant,1,500,,,1893,8,158,5100.2871,,,,,,,,Horn (2014),,.,
474,Shkapovo,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,54.924453,53.549794,Onshore,1944,Oil,Giant,1,1251,,,1893,11,158,7351.2871,,,,,,,,Horn (2014),,.,
475,Elephant,,F,AFRICA,MNA,Libya,Libya,672,LBY,,26,11.583333,Onshore,1997,Oil,Giant,1,758.333,19.1710427248677,.443707083333333,1956,24,26,28851.369,4457.7661,.72773516,6125.5337,30698.6331091343,,14.521057,,Horn (2014),https://en.wikipedia.org/wiki/Elephant_Field,.,
476,Hateiba,,F,AFRICA,MNA,Libya,Libya,672,LBY,,29.716667,19.683333,Onshore,1963,Oil,Giant,1,795.04,2.235,.0468648467254823,1956,15,26,17798.449,548.80469,.16812883,3264.1914,,,,,Horn (2014),,.,
477,Abu Jifan,,E,MIDDLE EAST,MNA,Saudi Arabia,Saudi Arabia,456,SAU,,24.770253,47.919428,Onshore,1973,Oil,Giant,1,560,3.34,.0767980715665424,1938,22,59,333206,621.99286,.24557282,2532.8245,14947.3911401284,237635.882453334,4.1612134,1.0658426,Horn (2014),,.,
478,Rhourde El Baguel,,F,AFRICA,MNA,Algeria,Algeria,612,DZA,,31.391356,6.934369,Onshore,1962,Oil,Giant,1,688.01,2.245,.0480057896901483,1956,8,14,34844.309,490.02191,.16498895,2970.0286,2001.46886773344,19036.112896,24.483114,15.602075,Horn (2014),,.,
479,Santa Rosa,,B,CENTRAL AND SOUTH AMERICA,LAC,Venezuela,Venezuela,299,VEN,,9.235094,-64.523833,Onshore,1941,Gas,Giant,1,544.8869999999999,,,1914,12,31,41512.199,,,,,,,,Horn (2014),,.,
480,San Martin,Camisea Area,B,CENTRAL AND SOUTH AMERICA,LAC,Peru,Peru,293,PER,,-11.666667,-72.75,Onshore,1984,Gas,Giant,1,765,28.5574999915229,.5452750000000001,1868,2,4,4265,127.51407,.52635878,242.25694,17599.660054286,63262.5964145535,.72452575,.38293865,Horn (2014),,.,
481,Tin Fouye-Tabankort,,F,AFRICA,MNA,Algeria,Algeria,612,DZA,,28.470942,7.506283,Onshore,1965,Gas,Giant,1,500,2.17,.0485151189433319,1956,9,14,35344.309,8.1596699,.17446828,46.768787,3136.2588969233,28740.7988895036,.26017207,.16272612,Horn (2014),,.,
482,Samotlor,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,61.121517,76.74894999999999,Onshore,1961,Oil,Supergiant,2,6619.462,2.27,.0471557896901483,1893,25,158,44776.453,2494.3604,.16356483,15249.979,,,,,Horn (2014),,.,
483,Bergen,,C,WESTERN EUROPE,ECA,Netherlands,Netherlands,138,NLD,,52.666667,4.633333,Onshore,1964,Gas,Giant,1,583.333,2.1975,.0454027332005061,1959,2,3,7761.2798,8.6824951,.17168793,50.571377,18699.3807313465,225866.360770063,.046431992,.022389956,Horn (2014),,.,
484,Russkoye Yuzhnoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,66.083333,80.416667,Onshore,1969,Gas,Giant,1,3904.833,2.2825,.0528546930500245,1893,68,158,247405.66,40.079357,.19991764,200.47934,,,,,Horn (2014),,.,
485,Duri,,G,ASIA AND OCEANIA,EAP,Indonesia,Indonesia,536,IDN,,1.29556,101.23039,Onshore,1941,Oil,Giant,1,1691.37,,,1940,2,21,2291.3701,,,,,,,,Horn (2014),,.,
486,Ahwaz,Ahvaz,E,MIDDLE EAST,MNA,Iran,Iran,429,IRN,,31.308718,48.768965,Onshore,1958,Oil,Supergiant,2,29474.508,2.569166666666665,.0204,1908,8,70,82139.648,7990.5171,.1595618,50077.883,,,,,Horn (2014),,.,
487,Cusiana,,B,CENTRAL AND SOUTH AMERICA,LAC,Colombia,Colombia,233,COL,,4.999172,-72.70433300000001,Onshore,1988,Oil,Giant,1,1961.247,14.71805555555557,.343541666666667,1918,5,8,4777.2471,6862.2607,.59475356,11537.99,39212.5500504223,136985.151895886,17.500164,8.4228039,Horn (2014),http://abarrelfull.wikidot.com/cusiana-oil-field,"From Horn (2014), year updated ",
488,Rabi-Kounga,,F,AFRICA,SSA,Gabon,Gabon,646,GAB,,-1.883333,9.85,Onshore,1985,Oil,Giant,1,1000,27.18333333333333,.5236708333333331,1985,1,2,1000,7858.2739,.54427373,14438.092,3339.91475937275,9996.240063528991,235.28366,144.43523,Horn (2014),https://en.wikipedia.org/wiki/Rabi_Kounga_oil_field,"From Horn (2014), year updated ",
489,Gindungo 1,,F,AFRICA,SSA,Angola,Angola,614,AGO,,-7.180998,11.362588,Offshore,2003,Oil,Giant,1,1166.667,28.8989031894808,.7988851933333339,1966,11,19,10092.166,9321.5879,.82498711,11299.071,17812.705294325,43913.6712394261,52.33112,25.73019,Horn (2014),https://corporate.exxonmobil.com/crude-oils/crude-trading/gindungo,.,
490,Claymore,,C,WESTERN EUROPE,ECA,United Kingdom,United Kingdom,112,GBR,,58.416667,.333333,Offshore,1971,Oil,Giant,1,500,2.625,.0579907012221471,1965,6,23,6157.666,441.49399,.22155391,1992.7158,148113.89632514,1027831.87452351,.29807734,.19387566,Horn (2014),,.,
491,Chicontepec,,A,NORTH AMERICA,LAC,Mexico,Mexico,273,MEX,Mexico - Veracruz,21.416667,-98.016667,Onshore,1952,Gas,Giant,1,825.465,2.14,.0136,1901,6,23,6304.7979,3.4300179,.14195485,24.162739,,,,,Horn (2014),,.,
492,Beregovoye,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,65.875811,78.81484399999999,Onshore,1982,Gas,Giant,1,1553,32.64722212685484,.587775,1893,125,158,377197.34,232.27315,.48592058,478.00641,,,,,Horn (2014),https://en.wikipedia.org/wiki/Beregovoye_field,.,
493,Vyngapur,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,62.993208,76.92912800000001,Onshore,1968,Gas,Giant,1,1071.922,2.195,.0520031595766798,1893,60,158,201071.95,15.794227,.19009274,83.086952,,,,,Horn (2014),,.,
494,Yaroyakha,Yaroyakhskoye),D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,66.216667,78.75,Onshore,1984,Gas,Giant,1,1178.472,28.5574999915229,.5452750000000001,1893,131,158,390501.78,177.14552,.52635878,336.54901,,,,,Horn (2014),,.,
495,Kharampur,,D,EASTERN EUROPE AND FORMER USSR,ECA,Russia,Russia,922,RUS,,64.223753,79.597847,Onshore,1978,Gas,Giant,1,2954.315,13.88333333333335,.2726843717716693,1893,114,158,355290.72,169.85265,.35405782,479.73138,,,,,Horn (2014),,.,
496,Agbami,,F,AFRICA,SSA,Nigeria,Nigeria,694,NGA,,3.276828,5.336942,Offshore,1998,Oil,Giant,1,1059.435,13.06444166666667,.38273375,1958,24,32,18242.521,3934.9773,.74038815,5314.749,54604.0501681818,160182.746695232,7.2063837,3.3179286,Horn (2014),https://en.wikipedia.org/wiki/Agbami_Field,.,
497,Bonga,,F,AFRICA,SSA,Nigeria,Nigeria,694,NGA,,4.330432,4.358914,Offshore,1996,Oil,Giant,1,1200,20.42,.474158333333334,1958,23,32,17183.086,6719.7866,.70896083,9478.3613,51075.8150925,151696.585573328,13.156494,6.2482367,Horn (2014),https://en.wikipedia.org/wiki/Bonga_Field,.,
498,Dalia 1,,F,AFRICA,SSA,Angola,Angola,614,AGO,,-7.816166,11.433332,Offshore,1997,Oil,Giant,1,783.333,19.1710427248677,.443707083333333,1966,5,19,5813.333,4657.8027,.72773516,6400.4092,7648.37741283277,32653.7867192065,60.899227,19.600817,Horn (2014),https://en.wikipedia.org/wiki/Dalia_Oil_Field,.,
499,Dalia 2,,F,AFRICA,SSA,Angola,Angola,614,AGO,,-7.803884,11.472044,Offshore,1997,Oil,Giant,1,520.833,19.1710427248677,.443707083333333,1966,6,19,6334.166,3311.042,.72773516,4549.7896,7648.37741283277,32653.7867192065,43.290775,13.933421,Horn (2014),https://en.wikipedia.org/wiki/Dalia_Oil_Field,.,
500,Kuito,,F,AFRICA,SSA,Angola,Angola,614,AGO,,-5.668506,11.308022,Offshore,1997,Oil,Giant,1,808.333,19.1710427248677,.443707083333333,1966,7,19,7142.499,4763.4038,.72773516,6545.5181,7648.37741283277,32653.7867192065,62.279926,20.045204,Horn (2014),http://abarrelfull.wikidot.com/kuito-oil-field,.,
501,Girassol,,F,AFRICA,SSA,Angola,Angola,614,AGO,,-7.802852,11.421518,Offshore,1996,Oil,Giant,1,880,20.42,.474158333333334,1966,4,19,5030,5389.998,.70896083,7602.6738,7526.446605517121,30439.5308217894,71.614113,24.976316,Horn (2014),https://en.wikipedia.org/wiki/Girassol_oil_field,.,
