Country|Region|Lat|Lon|Type|Status|Amount
Serbia|Ribarice|44.556389|19.46|Sandstone-Tabular|Unknown|500-1,000
Serbia|Srednje Brdo|43.688889|22.231944|Sandstone-Tabular|Unknown|500-1,000
Slovakia|Kuriskova|48.763889|21.148056|Volcanic|Exploration|10,000-25,000
Slovenia|Zirovski Vrh|46.05|14.15|Sandstone-Roll Front|Dormant|5,000-10,000
Somalia|Dusa Mareb|5.535833|46.386389|Surficial|Dormant|5,000-10,000
Somalia|Mudug Province|7.0|48.0|Surficial|Dormant|2,500-5,000
South Africa|Beaufort West|-32.356667|22.582778|Sandstone-Tabular|Unknown|10,000-25,000
South Africa|Blyvooruitzicht|-26.4|27.4|Quartz-pebble|Development|UNKNOWN
South Africa|Buffelsfontein|-26.921389|26.8175|Quartz-pebble|Development|5,000-10,000
South Africa|Denny Dalton|-28.283889|31.233611|Quartz-pebble|Unknown|5,000-10,000
South Africa|Driefontein Mine|-26.379444|27.516389|Quartz-pebble|Dormant|UNKNOWN
South Africa|Harmony|-34.116667|18.383333|Quartz-pebble|Dormant|UNKNOWN
South Africa|Hartebeestfontein|-26.765556|26.42|Quartz-pebble|Operating|5,000-10,000
South Africa|Henkries|-29.073333|18.155278|Quartz-pebble|Dormant|1,000-2,500
South Africa|Klerksdorp|-26.851944|26.666667|Quartz-pebble|Unknown|UNKNOWN
South Africa|Loraine|-26.816667|27.933333|Quartz-pebble|Dormant|UNKNOWN
South Africa|President Brand Mine|-28.025833|26.769722|Quartz-pebble|Operating|2,500-5,000
South Africa|President Steyn|-27.9925|26.788056|Quartz-pebble|Operating|5,000-10,000
South Africa|Ryst Kuil|-32.631389|22.911944|Sandstone-Basal Channel|Exploration|10,000-25,000
South Africa|Western Deep Levels|-26.418611|27.423611|Quartz-pebble|Dormant|10,000-25,000
South Africa|Western Rand|-46.891389|37.725278|Quartz-pebble|Development|UNKNOWN
Spain|Alameda|37.208611|-4.658333|Unknown|Unknown|UNKNOWN
Spain|Andujar|38.039167|-4.050556|Vein|Dormant|UNKNOWN
Spain|El Olivar|40.606389|-2.749444|Vein|Exploration|500-1,000
Spain|El Pedregal|40.779167|-1.570278|Vein|Dormant|1,000-2,500
Spain|Intermedia|42.550278|1.081111|Vein|Dormant|UNKNOWN
Spain|Mazarete|41.000833|-2.159167|Sandstone-Tabular|Dormant|2,500-5,000
Spain|Navalmoral|39.891389|-5.540556|Unknown|Unknown|UNKNOWN
Spain|Retortillo|41.310833|-2.982222|Vein|Exploration|2,500-5,000
Spain|Santidad|28.1|-15.511667|Vein|Exploration|1,000-2,500
Spain|Villavieja|39.85|-0.183333|Unknown|Unknown|UNKNOWN
Sweden|Arvidsjaur|65.590556|19.281667|Metasomatite|Dormant|UNKNOWN
Sweden|Duobblon|65.575278|17.031389|Volcanic|Dormant|2,500-5,000
Sweden|Kvarnan|66.066667|20.683333|Metamorphic|Dormant|1,000-2,500
Sweden|Lilljuthatten|63.966667|13.85|Vein|Dormant|1,000-2,500
Sweden|Ranstad|57.15|16.983333|Black Shales|Dormant|50,000-100,000
Sweden|Sagtjarn|60.283333|13.6|Intrusive|Dormant|< 500
Sweden|Tasjo|64.203889|16.249444|Phosphorite|Dormant|25,000-50,000
Tajikistan|Adrasman|40.649167|69.984722|Vein|Depleted|500-1,000
Tajikistan|Taboshary|40.57|69.641667|Vein|Depleted|1,000-2,500
Turkey|Demirtepe|38.864167|40.039167|Vein|Dormant|1,000-2,500
Turkey|Fakili|36.738056|34.195556|Unknown|Dormant|< 500
Turkey|Manisa-Koprubasi|38.759167|28.409167|Sandstone-Basal Channel|Dormant|2,500-5,000
Turkey|Yozgat-Sorgun|39.82|35.191944|Sandstone-Basal Channel|Dormant|2,500-5,000
Ukraine|Adamovskoye|48.396944|34.179722|Other|Dormant|1,000-2,500
Ukraine|Bratskoye|45.831667|33.921389|Other|Depleted|1,000-2,500
Ukraine|Krasnooskol'Skoye|49.384444|37.554167|Other|Dormant|500-1,000
Ukraine|Pervomayskoye|47.056111|37.311667|Vein|Depleted|10,000-25,000
Ukraine|Sadovoye|48.975|25.204167|Other|Dormant|500-1,000
Ukraine|Surskoye|48.3|34.883333|Other|Dormant|1,000-2,500
Ukraine|Yuzhnoye|45.443889|33.961389|Intrusive|Dormant|5,000-10,000
United States|Abbe|58.798333|-137.076389|Sandstone-Tabular|Depleted|< 500
United States|Alta Mesa|33.641111|-117.918611|Sandstone-Roll Front|Operating|2,500-5,000
United States|Alta Verde|33.432778|-114.731944|Sandstone-Roll Front|Dormant|2,500-5,000
United States|Alzada|45.022778|-104.412222|Sandstone-Roll Front|Dormant|1,000-2,500
United States|Anderson|31.761944|-95.630556|Volcanic|Dormant|10,000-25,000
United States|Arizona 1|34.984722|-110.735|Collapse Breccia Pipe|Dormant|1,000-2,500
United States|Bear Creek|63.574722|-156.149444|Sandstone-Roll Front|Depleted|2,500-5,000
United States|Benevides|26.272222|-98.558333|Sandstone-Roll Front|Depleted|1,000-2,500
United States|Bernabe-Montano|35.257778|-106.997778|Sandstone-Tabular|Dormant|5,000-10,000
United States|Big Eagle|39.476389|-106.574167|Sandstone-Tabular|Closed|UNKNOWN
United States|Big Gypsum Creek-|44.973056|-108.338889|Sandstone-Tabular|Dormant|500-1,000
United States|Big Red|31.019167|-91.747778|Sandstone-Roll Front|Dormant|1,000-2,500
United States|Bison Basin|42.305556|-108.193056|Sandstone-Roll Front|Depleted|1,000-2,500
United States|Bokan Mountain|54.916389|-132.156667|Intrusive|nan|500-1,000Depleted
United States|Borrego Pass|35.580278|-107.996389|Sandstone-Roll Front|Dormant|5,000-10,000
United States|Bruni|40.882222|-121.660556|Sandstone-Roll Front|Dormant|1,000-2,500
United States|Bull Canyon|37.4725|-112.12|Sandstone-Tabular|Dormant|1,000-2,500
United States|Bullfrog|37.546389|-110.713611|Sandstone-Tabular|Exploration|10,000-25,000
United States|Burns Ranch|47.378056|-104.405|Sandstone-Roll Front|Depleted|1,000-2,500
United States|Canyon|43.540556|-116.563333|Sandstone-Roll Front|Dormant|1,000-2,500
United States|Canyon|43.540556|-116.563333|Collapse Breccia Pipe|Dormant|1,000-2,500
United States|Carpenter Flats|38.393333|-108.91|Sandstone-Tabular|Depleted|< 500
United States|Cedar Hills|40.413889|-111.758333|Sandstone-Roll Front|Dormant|1,000-2,500
United States|Central Florida|28.589444|-81.889167|Phosphorite|Closed|> 100,000
United States|Chapman|38.972222|-97.0225|Sandstone-Roll Front|Dormant|500-1,000
United States|Charlie|45.570278|-95.968333|Sandstone-Roll Front|Dormant|1,000-2,500
United States|Christensen Ranch|36.871111|-121.336944|Sandstone-Roll Front|Closed|10,000-25,000
United States|Clay West|46.873611|-96.769444|Sandstone-Roll Front|Depleted|2,500-5,000
United States|Collins Draw|32.534722|-105.182222|Sandstone-Roll Front|Unknown|UNKNOWN
United States|Copper Mountain|62.398611|-142.995|Vein|Dormant|2,500-5,000
United States|Crooks Gap|42.398333|-107.866667|Sandstone-Roll Front|Dormant|10,000-25,000
United States|Crow Butte|42.6675|-103.331111|Sandstone-Roll Front|Operating|10,000-25,000
United States|Crownpoint|35.678056|-108.151111|Sandstone-Tabular|Dormant|25,000-50,000
United States|Dalton Pass|35.648333|-108.328056|Sandstone-Tabular|Dormant|5,000-10,000
United States|Day Loma|42.736667|-107.678611|Sandstone-Roll Front|Depleted|2,500-5,000
United States|East Florida District|25.151111|-81.055|Phosphorite|Closed|> 100,000
United States|Edgemont District|41.713889|-116.151944|Sandstone-Roll Front|Depleted|UNKNOWN
United States|Faith|48.146111|-91.038056|Collapse Breccia Pipe|Dormant|500-1,000
United States|Grace #1|13.776667|-60.966111|Sandstone-Tabular|Dormant|UNKNOWN
United States|Grace #2|13.776667|-60.966111|Sandstone-Tabular|Dormant|UNKNOWN
United States|Grover|35.121389|-120.621111|Sandstone-Roll Front|Dormant|< 500
United States|Hack Canyon|36.55|-112.651944|Collapse Breccia Pipe|Depleted|2,500-5,000
United States|Hanson|43.674722|-97.787222|Sandstone-Basal Channel|Dormant|10,000-25,000
United States|Happy Jack|34.743333|-111.407222|Sandstone-Tabular|Depleted|1,000-2,500
United States|Hauber|44.698056|-104.776944|Sandstone-Roll Front|Dormant|UNKNOWN
United States|Hermit|46.886389|-90.685|Collapse Breccia Pipe|Depleted|1,000-2,500
United States|Hershey|40.285833|-76.65|Sandstone-Tabular|Depleted|500-1,000
United States|Hideout|41.427222|-75.3525|Sandstone-Tabular|Depleted|< 500
United States|Highland|39.184722|-83.600833|Sandstone-Roll Front|Operating|10,000-25,000
United States|Hobson|34.338056|-119.411389|Sandstone-Roll Front|Depleted|1,000-2,500
United States|Irigaray|43.773611|-106.513056|Sandstone-Roll Front|Depleted|2,500-5,000
United States|J.J.|42.183611|-73.406944|Sandstone-Roll Front|Dormant|5,000-10,000
United States|Jackpile|35.135833|-107.332222|Sandstone-Tabular|Depleted|25,000-50,000
United States|John Brown|44.080278|-85.259722|Sandstone-Tabular|Depleted|2,500-5,000
United States|Johnny-M|35.364444|-107.723333|Sandstone-Tabular|Dormant|5,000-10,000
United States|Juniper|46.390278|-118.850556|Sandstone-Roll Front|Exploration|1,000-2,500
United States|Kanab North|37.047222|-112.526111|Collapse Breccia Pipe|Dormant|1,000-2,500
United States|Keota|41.363889|-91.953611|Sandstone-Roll Front|Dormant|2,500-5,000
United States|King Solomon|37.807778|-107.593889|Sandstone-Tabular|Depleted|1,000-2,500
United States|L Bar|47.042778|-68.407778|Sandstone-Tabular|Depleted|2,500-5,000
United States|La Jara Mesa|35.267778|-107.723333|Sandstone-Roll Front|Dormant|2,500-5,000
United States|La Sal Creek|31.683056|-92.133611|Sandstone-Tabular|Dormant|500-1,000
United States|Las Palmas|26.201667|-97.7375|Sandstone-Roll Front|Depleted|1,000-2,500
United States|Lee|26.562778|-81.949444|Sandstone-Tabular|Dormant|2,500-5,000
United States|Leuenberger|42.914167|-105.674444|Sandstone-Roll Front|Dormant|1,000-2,500
United States|Long Park|33.8675|-117.998056|Sandstone-Tabular|Dormant|2,500-5,000
United States|Lukachukai Mountains|36.484444|-109.203611|Sandstone-Tabular|Dormant|1,000-2,500
United States|Mancos|37.345|-108.289167|Sandstone-Roll Front|Dormant|1,000-2,500
United States|Mariano Lake|35.591389|-108.273333|Sandstone-Tabular|Dormant|10,000-25,000
United States|Marquez Canyon|35.348056|-107.665833|Sandstone-Tabular|Dormant|5,000-10,000
United States|Marysvale|38.449167|-112.23|Volcanic|Dormant|500-1,000
United States|Mcdermitt|41.997222|-117.718056|Volcanic|Dormant|5,000-10,000
United States|Midnite|48.712778|-120.598056|Vein|Dormant|2,500-5,000
United States|Monogram Mesa|38.226111|-108.766944|Sandstone-Tabular|Dormant|2,500-5,000
United States|Moonlight|36.73|-77.508889|Sandstone-Tabular|Depleted|500-1,000
United States|Moonshine Springs|40.256944|-114.853333|Sandstone-Tabular|Dormant|1,000-2,500
United States|Moore Ranch|31.216389|-95.828056|Sandstone-Roll Front|Development|1,000-2,500
United States|Mrak|38.536944|-121.748889|Sandstone-Roll Front|Depleted|500-1,000
United States|Mt. Lucas|41.538056|-83.6975|Sandstone-Roll Front|Depleted|1,000-2,500
United States|Mt. Taylor|32.366389|-99.999444|Sandstone-Tabular|Dormant|25,000-50,000
United States|Narrow Canyon|43.657778|-114.998333|Sandstone-Roll Front|Dormant|2,500-5,000
United States|Nell|34.943611|-83.653889|Sandstone-Roll Front|Dormant|500-1,000
United States|Nichols Ranch|47.677778|-117.024722|Sandstone-Roll Front|Exploration|500-1,000
United States|Nine Mile Lake|41.403333|-85.703333|Sandstone-Roll Front|Dormant|1,000-2,500
United States|North Butte / Brown|39.991389|-121.4775|Sandstone-Roll Front|Dormant|2,500-5,000
United States|North Florida|26.5|-81.0|Phosphorite|Dormant|50,000-100,000
United States|Northeast Florida|29.957778|-81.341944|Phosphorite|Dormant|> 100,000
United States|Northwest Unit|48.299722|-116.378611|Sandstone-Roll Front|Exploration|1,000-2,500
United States|Nose Rock|35.61|-108.616389|Sandstone-Tabular|Dormant|10,000-25,000
United States|O'Hern|27.393611|-98.8|Sandstone-Roll Front|Depleted|< 500
United States|Palangana|26.0675|-97.215278|Sandstone-Roll Front|Development|1,000-2,500
United States|Pandora|40.948056|-83.960833|Sandstone-Tabular|Operating|500-1,000
United States|Panna Maria|28.958056|-97.8975|Sandstone-Roll Front|Depleted|5,000-10,000
United States|Pawnee|38.181111|-99.236667|Sandstone-Roll Front|Depleted|500-1,000
United States|Peach|32.568611|-83.826667|Sandstone-Roll Front|Development|2,500-5,000
United States|Peterson Ranch|47.607778|-110.906667|Sandstone-Roll Front|Dormant|1,000-2,500
United States|Pigeon|37.974722|-87.555833|Collapse Breccia Pipe|Depleted|1,000-2,500
United States|Pinenut|39.911111|-114.931111|Collapse Breccia Pipe|Dormant|1,000-2,500
United States|Pinetree|42.1925|-89.118889|Sandstone-Roll Front|Development|1,000-2,500
United States|Pitch|39.446111|-111.703611|Vein|Depleted|500-1,000
United States|Poison Canyon|38.090278|-110.403611|Sandstone-Tabular|Depleted|500-1,000
United States|Ramco|41.72|-83.588056|Unknown|Unknown|UNKNOWN
United States|Red Desert Basin|41.824444|-108.286667|Unknown|Unknown|UNKNOWN
United States|Reno Creek West|37.970833|-98.204167|Sandstone-Roll Front|Exploration|2,500-5,000
United States|Reynolds Ranch|39.462222|-105.238056|Sandstone-Roll Front|Development|5,000-10,000
United States|Rhode Ranch|41.6375|-71.355|Sandstone-Roll Front|Depleted|2,500-5,000
United States|Rio Puerco|34.888889|-110.121389|Sandstone-Tabular|Dormant|1,000-2,500
United States|Rosita|28.656389|-100.421944|Sandstone-Roll Front|Depleted|1,000-2,500
United States|Ruby|40.172778|-115.469444|Sandstone-Tabular|Depleted|2,500-5,000
United States|Ruby Ranch|40.296111|-115.023889|Sandstone-Tabular|Dormant|1,000-2,500
United States|Ruth|41.268056|-95.850833|Sandstone-Roll Front|Dormant|500-1,000
United States|Sage|34.672222|-86.033889|Collapse Breccia Pipe|Dormant|1,000-2,500
United States|Saint Anthony|45.020278|-93.217778|Sandstone-Roll Front|Dormant|2,500-5,000
United States|San Antonio Valley|29.561389|-98.226944|Sandstone-Tabular|Dormant|1,000-2,500
United States|Sand Creek|45.166667|-91.686111|Sandstone-Roll Front|Dormant|500-1,000
United States|Schwartzwalder|39.846667|-105.282222|Vein|Depleted|2,500-5,000
United States|Section 32|30.045|-93.104167|Sandstone-Roll Front|Dormant|1,000-2,500
United States|Sharp Canyon|37.747222|-108.818889|Sandstone-Tabular|Dormant|500-1,000
United States|Sherwood Mine|39.225833|-106.119444|Sandstone-Basal Channel|Depleted|5,000-10,000
United States|Shinarump|36.981667|-112.430556|Sandstone-Tabular|Depleted|500-1,000
United States|Shirley Basin Mine|42.283056|-106.200556|Sandstone-Roll Front|Closed|10,000-25,000
United States|Slick Rock|37.005833|-85.797778|Sandstone-Tabular|Dormant|1,000-2,500
United States|Smith Ranch|32.231389|-97.38|Sandstone-Roll Front|Operating|5,000-10,000
United States|South Florida District|25.151111|-81.055|Phosphorite|Dormant|UNKNOWN
United States|Sundance|35.601389|-97.7075|Unknown|Unknown|UNKNOWN
United States|Swanson|46.871667|-122.257222|Metasomatite|Dormant|10,000-25,000
United States|Sweetwater Mine|41.393333|-109.168056|Sandstone-Roll Front|Depleted|5,000-10,000
United States|Taylor Ranch|45.103889|-114.855278|Unknown|Dormant|2,500-5,000
United States|Temple Mountain|32.761111|-114.263889|Sandstone-Tabular|Dormant|500-1,000
United States|Trevino|44.428333|-92.067778|Sandstone-Roll Front|Depleted|1,000-2,500
United States|Vanadium|37.966944|-107.971667|Sandstone-Tabular|Dormant|5,000-10,000
United States|Vanura|38.083333|-108.820556|Sandstone-Tabular|Depleted|1,000-2,500
United States|Vasquez|39.819722|-105.843333|Sandstone-Roll Front|Unknown|1,000-2,500
United States|West Cole|38.576667|-92.173333|Sandstone-Roll Front|Depleted|< 500
United States|West Gas Hills|38.780556|-121.96|Sandstone-Roll Front|Depleted|5,000-10,000
United States|West Largo|25.086389|-80.447222|Sandstone-Tabular|Dormant|5,000-10,000
Uzbekistan|Agron|39.53|65.928333|Sandstone-Roll Front|Operating|5,000-10,000
Uzbekistan|Aktau|42.16|60.5|Sandstone-Roll Front|Dormant|5,000-10,000
Uzbekistan|Altyntau|42.2475|63.725833|Black Shales|Dormant|500-1,000
Uzbekistan|Beshkak|40.951667|64.958056|Sandstone-Roll Front|Operating|5,000-10,000
Uzbekistan|Charkasar|41.023333|70.88|Vein|Depleted|1,000-2,500
Uzbekistan|Chauli|41.125556|69.752778|Volcanic|Depleted|2,500-5,000
Uzbekistan|Kanimekh|41.557222|66.074167|Sandstone-Roll Front|Operating|10,000-25,000
Uzbekistan|Ketmenchi|39.776389|65.618611|Sandstone-Roll Front|Operating|10,000-25,000
Uzbekistan|Lyavlyakan|41.030833|65.346667|Sandstone-Roll Front|Operating|5,000-10,000
Uzbekistan|Sabyrsay|39.566667|66.186111|Sandstone-Roll Front|Operating|10,000-25,000
Uzbekistan|Shark|41.910278|60.900833|Sandstone-Roll Front|Operating|1,000-2,500
Uzbekistan|Sugraly|41.613889|64.233056|Sandstone-Roll Front|Operating|25,000-50,000
Uzbekistan|Tutly|39.362222|66.567222|Sandstone-Roll Front|Operating|2,500-5,000
Uzbekistan|Uchkuduk|42.136667|63.568056|Sandstone-Roll Front|Operating|25,000-50,000
Uzbekistan|Ulus|40.770278|65.913611|Unknown|Unknown|500-1,000
Vietnam|An Diem|15.877778|107.878056|Sandstone-Tabular|Exploration|5,000-10,000
Zambia|Bungua|-16.444444|28.468611|Unknown|Exploration|UNKNOWN
Zambia|Dibwe|-16.401389|28.405|Sandstone-Tabular|Exploration|2,500-5,000
Zambia|Lumwana|-11.823333|25.1325|Unknown|Feasibility study|5,000-10,000
Zambia|Mutanga|-8.4|30.416667|Unknown|Exploration|2,500-5,000
Zimbabwe|Kanyemba|-15.7|30.316667|Sandstone-Tabular|Dormant|1,000-2,500
Zimbabwe|Kawanga|-17.15|28.4|Vein|Dormant|2,500-5,000
